Date,Train_Gini,Val_Gini,Test_Gini,Train_Sharpe,Val_Sharpe,Test_Sharpe,Train_WR,Val_WR,Test_WR
2020-04-29,0.054656073626263346,0.04529616724738683,-0.1945701357466063,0.7766970307920682,-1.5356296958489009,1.2687234510081367,52.5,50.0,56.666666666666664
2020-05-29,0.06040040457384643,-0.06385118149824032,-0.004444444444444251,0.3671245686860319,2.3752903568361674,-0.796905654889479,51.388888888888886,54.44444444444444,50.0
2020-06-28,0.08206949806949804,-0.010558069381598867,0.25791855203619907,0.3205540976928532,2.2369275040300125,5.1846153867726175,51.24999999999999,56.666666666666664,56.666666666666664
2020-07-28,0.061086392287727165,0.03235440517670485,0.1131221719457014,0.2844180929564541,1.59359270628386,1.0243585165933036,51.388888888888886,54.44444444444444,56.666666666666664
2020-08-27,0.07431884057971017,0.058237929318068815,-0.0678733031674208,1.0319288454882538,1.5978276080964173,-1.2851530103944413,53.75,54.44444444444444,56.666666666666664
2020-09-26,0.08218743961352648,-0.005530417295123158,0.2535885167464116,1.243077142105017,0.5636976844247675,7.655133328720878,53.47222222222222,53.333333333333336,63.33333333333333
2020-10-26,0.10921625825021852,0.05354411014788374,-0.0370370370370372,0.7020756999418865,1.526547281776128,7.697236919553043,53.61111111111111,58.88888888888889,60.0
2020-11-25,0.09723844969397777,0.0092592592592593,-0.22488038277511968,0.5211550479232011,2.90390075648397,4.617846799003,53.333333333333336,56.666666666666664,63.33333333333333
2020-12-25,0.11987550228787769,0.022058823529411686,0.5113122171945703,0.8632971919851055,5.972681965126478,5.635915910634309,53.47222222222222,62.22222222222222,66.66666666666666
2021-01-24,0.12517929831362662,0.09567901234567877,0.10407239819004532,0.9119200099842472,6.880248797363861,5.163469046964719,54.166666666666664,65.55555555555556,60.0
2021-02-23,0.1135532273472144,0.17491075981642012,0.03571428571428559,1.1069711119498182,4.215542172094064,0.8404693873455801,54.861111111111114,58.88888888888889,53.333333333333336
2021-03-25,0.14638812842210047,0.19300000000000006,0.03571428571428581,1.659548653711902,3.107207277189414,-0.5285599972320856,55.97222222222222,55.55555555555556,46.666666666666664
2021-04-24,0.1361142287068211,-0.036120732310737313,-0.0892857142857143,1.979552855354093,-4.042496143878218,-2.307767094904786,57.49999999999999,42.22222222222222,46.666666666666664
2021-05-24,0.14997468354430388,-0.09683794466403162,0.17647058823529416,2.0814398441745663,-0.8666580829409039,-1.8550657245854727,56.388888888888886,51.11111111111111,43.333333333333336
2021-06-23,0.13361747137879543,-0.021403683424589426,-0.1339285714285714,2.0276712246971718,-1.5682882746367781,-0.023591989147607188,56.80555555555556,45.55555555555556,53.333333333333336
2021-07-23,0.12256833483292495,-0.01830776843146964,-0.08928571428571419,1.9023625066484977,-2.5575644587765636,5.279083471386486,55.55555555555556,46.666666666666664,50.0
2021-08-22,0.13347904265873023,-0.17333333333333334,-0.01333333333333342,1.1207759389330831,1.2670596812263641,-3.9969962527981635,55.00000000000001,50.0,46.666666666666664
2021-09-21,0.11420707570509636,-0.1133102424542306,-0.11961722488038273,1.4154043847890927,-1.2961755958894896,-0.10457429185909596,55.69444444444444,45.55555555555556,50.0
2021-10-21,0.11632545769421077,-0.07500000000000007,0.16742081447963786,0.15133016138470873,-0.3970500860348561,-2.6165150269097497,53.75,46.666666666666664,46.666666666666664
2021-11-20,0.09981908708560105,0.0806531420089065,-0.3599999999999999,1.3705510878962455,-1.3244557325560016,-4.104014181917965,53.75,51.11111111111111,40.0
2021-12-20,0.12560371517027868,-0.10044532409698181,-0.2962962962962963,1.2586658604756198,0.13932090821995102,-2.9202478301416446,54.30555555555555,48.888888888888886,36.666666666666664
2022-01-19,0.09731436863219822,-0.19799999999999995,-0.4017857142857144,1.080447599897103,-2.836805251860385,-2.2755543610172806,54.44444444444444,44.44444444444444,43.333333333333336
2022-02-18,0.12529583847413317,-0.306284017812964,0.1071428571428572,1.564595256890797,-4.273761431416745,0.48221370645863776,55.55555555555556,41.11111111111111,46.666666666666664
2022-03-20,0.08365270252411783,-0.26190476190476186,0.37962962962962954,1.5148008924135208,-0.7702358733890724,0.14364735425814873,55.41666666666667,46.666666666666664,60.0
2022-04-19,0.08290754022097291,-0.11706349206349209,-0.1493212669683257,0.9030109238263853,-0.3304682910766784,-3.8882026997518664,54.30555555555555,51.11111111111111,43.333333333333336
2022-05-19,0.08673326921286972,-0.06469135802469128,-0.1945701357466063,1.2288454840036884,-1.5951967480310463,-6.526604045774362,55.27777777777778,50.0,43.333333333333336
2022-06-18,0.07137817406474145,-0.0039525691699605625,0.25,1.7501521148770223,-4.283693295216461,4.312969477116719,54.72222222222223,48.888888888888886,50.0
2022-07-18,0.0825737847222221,-0.122,0.20999999999999996,1.5177292932115771,-2.9732180771559995,1.01818171904344,55.00000000000001,44.44444444444444,33.33333333333333
2022-08-17,0.05950464396284838,-0.11371749107598161,-0.008928571428571397,0.8934529412817335,-1.5221806932397728,-2.7210673786050816,53.333333333333336,41.11111111111111,53.333333333333336
2022-09-16,0.06680280949286788,-0.050999999999999934,0.03703703703703698,0.7377417675523469,-0.3492966064409467,-0.9289613581239592,53.888888888888886,47.77777777777778,40.0
2022-10-16,0.08106666666666662,0.0161943319838056,-0.0535714285714286,0.257276795353332,-1.1238952285503043,-1.9662565669612244,54.166666666666664,42.22222222222222,46.666666666666664
2022-11-15,0.0995939352766797,-0.051587301587301626,0.3035714285714286,0.600005516946699,-1.654094214408198,-1.9176186980243548,52.916666666666664,50.0,56.666666666666664
2022-12-15,0.08463076317434837,0.05600000000000005,0.004524886877828038,0.310796183472664,-0.5995538297724925,6.113896294475902,53.05555555555556,47.77777777777778,56.666666666666664
2023-01-14,0.10739197530864186,-0.11308641975308653,0.23148148148148162,1.2000344041418096,0.4026191470612008,0.6443998718051687,55.13888888888889,50.0,46.666666666666664
2023-02-13,0.10436473638720822,-0.20237506185056897,0.2407407407407407,1.1647492704631328,-3.129986174538336,-1.9927988184455838,53.333333333333336,53.333333333333336,60.0
2023-03-15,0.0857557578424788,-0.11100049776007959,-0.04629629629629639,0.8139463585203052,-2.700541131292579,-5.657097708229954,53.333333333333336,54.44444444444444,40.0
2023-04-14,0.10057983770720891,0.06547619047619047,0.09090909090909083,1.3523549955441263,-0.007278138911810447,3.7277058853919836,54.72222222222223,56.666666666666664,63.33333333333333
2023-05-14,0.08431733176717882,0.022399203583872707,0.1785714285714286,1.5074218127771892,1.2219673354572003,1.1375613378033562,54.166666666666664,57.77777777777777,46.666666666666664
2023-06-13,0.09296389120950521,0.04296296296296287,0.22171945701357476,0.6469395158068972,-0.6022892700939975,-4.261256248873797,54.72222222222223,50.0,46.666666666666664
2023-07-13,0.098312262372106,0.13043478260869557,0.21266968325791868,0.4943649374630434,0.3006452442739921,5.410414786436696,54.58333333333333,58.88888888888889,56.666666666666664
2023-08-12,0.09862270031165177,0.15118577075098827,0.25,0.7306051658583638,-0.3717161698923263,2.4229255633098683,55.55555555555556,50.0,43.333333333333336
2023-09-11,0.0965812494204199,-0.03399999999999992,0.41333333333333333,0.817202074560001,-0.449496394927101,1.8376629769448414,55.13888888888889,48.888888888888886,60.0
2023-10-11,0.09703239563937549,0.09008097165991913,0.16999999999999993,0.5607454140509316,0.5971938564908655,-6.5689295917006465,55.41666666666667,50.0,36.666666666666664
2023-11-10,0.12704106877783272,-0.15555555555555545,-0.2321428571428571,0.77925695867959,-4.7541316179052,-4.150333683484527,56.111111111111114,41.11111111111111,46.666666666666664
