Date,Actual_Ret,Prob,Position,Strat_Ret
2023-06-19,0.05308872645011515,0.5357655,0.1,0.005308872645011516
2023-06-20,0.057849597296170514,0.535799,0.1,0.005784959729617052
2023-06-21,-0.0036396889082070654,0.5315714,0.1,-0.0003639688908207066
2023-06-22,0.026533986237444202,0.5268761,0.0,0.0
2023-06-23,-0.005262367873937984,0.52224946,0.0,-0.0
2023-06-24,-0.002123952410926466,0.5175079,0.0,-0.0
2023-06-25,-0.00641095284669021,0.50980663,0.0,-0.0
2023-06-26,0.013925651745678577,0.50211394,0.0,0.0
2023-06-27,-0.020241978544881276,0.49397925,0.0,-0.0
2023-06-28,0.012223257058951633,0.4885934,0.0,0.0
2023-06-29,0.0008105804662547625,0.48301548,0.0,0.0
2023-06-30,0.0037308892745919983,0.4810795,0.0,0.0
2023-07-01,0.001017271646457164,0.48343965,0.0,0.0
2023-07-02,0.01745687224902878,0.48537463,0.0,0.0
2023-07-03,-0.012586501609656327,0.48591173,0.0,-0.0
2023-07-04,-0.008542384639438915,0.4871184,0.0,-0.0
2023-07-05,-0.02017875019166179,0.48734313,0.0,-0.0
2023-07-06,0.014916247025860701,0.4875072,0.0,0.0
2023-07-07,-0.0019815498424806542,0.48852095,0.0,-0.0
2023-07-08,-0.004100239112277894,0.48893297,0.0,-0.0
2023-07-09,0.008283044133908972,0.4894517,0.0,0.0
2023-07-10,0.006898842392956891,0.49164665,0.0,0.0
2023-07-11,-0.007937473335964864,0.4906096,0.0,-0.0
2023-07-12,0.034748976139702924,0.49072337,0.0,0.0
2023-07-13,-0.03698946968873567,0.4913608,0.0,-0.0
2023-07-14,-0.0007422255191403193,0.4913618,0.0,-0.0
2023-07-15,-0.0019011428276580337,0.49309993,0.0,-0.0
2023-07-16,-0.0031138012758330853,0.49080837,0.0,-0.0
2023-07-17,-0.00929617827722886,0.48709634,0.0,-0.0
2023-07-18,0.0016758040032582482,0.4868118,0.0,0.0
2023-07-19,-0.00365806621063334,0.48680964,0.0,-0.0
2023-07-20,0.0034076103143899864,0.48666745,0.0,0.0
2023-07-21,-0.0036089728683473903,0.48788387,0.0,-0.0
2023-07-22,0.009678127907075769,0.48889294,0.0,0.0
2023-07-23,-0.030621568131757492,0.49148008,0.0,-0.0
2023-07-24,0.0017946972401168204,0.4919863,0.0,0.0
2023-07-25,0.004201036310069169,0.495681,0.0,0.0
2023-07-26,-0.004410782171051959,0.49959916,0.0,-0.0
2023-07-27,0.0031214513568593983,0.50250876,0.0,0.0
2023-07-28,0.0013213554199944793,0.50445163,0.0,0.0
2023-07-29,-0.002449433712539638,0.5058961,0.0,-0.0
2023-07-30,-0.0016693633056041337,0.50795674,0.0,-0.0
2023-07-31,0.016076157104390566,0.5089921,0.0,0.0
2023-08-01,-0.017659224099430867,0.51089764,0.0,-0.0
2023-08-02,0.0002613924558795061,0.51478416,0.0,0.0
2023-08-03,-0.002732062666357572,0.5197276,0.0,-0.0
2023-08-04,-0.0014388313646510047,0.51940143,0.0,-0.0
2023-08-05,0.0005601735343276643,0.5217024,0.0,0.0
2023-08-06,0.004207247848642796,0.52093613,0.0,0.0
2023-08-07,0.01896787840738051,0.52369666,0.0,0.0
2023-08-08,-0.006349552885029144,0.5258465,0.0,-0.0
2023-08-09,-0.004276592986209428,0.52854085,0.0,-0.0
2023-08-10,-0.0010094804377126705,0.5319969,0.1,-0.00010094804377126706
2023-08-11,0.0001406818655240356,0.53302383,0.1,1.4068186552403562e-05
2023-08-12,-0.004301773191170979,0.5305449,0.1,-0.00043017731911709794
2023-08-13,0.0043275966976988696,0.5266285,0.0,0.0
2023-08-14,-0.0078774528796102,0.525867,0.0,-0.0
2023-08-15,-0.016209084961303622,0.52298385,0.0,-0.0
2023-08-16,-0.07616872037641167,0.5239074,0.0,-0.0
2023-08-17,-0.021619596661148415,0.5259083,0.0,-0.0
2023-08-18,0.0017643901949644589,0.5360911,0.1,0.0001764390194964459
2023-08-19,0.003441579224086804,0.53573334,0.1,0.0003441579224086804
2023-08-20,-0.0024110762869472635,0.533746,0.1,-0.00024110762869472636
2023-08-21,-0.0027181324335439115,0.5313765,0.1,-0.00027181324335439114
2023-08-22,0.01435456870308414,0.5321152,0.1,0.001435456870308414
2023-08-23,-0.009604966342235453,0.5376836,0.1,-0.0009604966342235453
2023-08-24,-0.004595714908301547,0.5457622,0.1,-0.0004595714908301547
2023-08-25,-0.0016375635459644805,0.54844844,0.1,-0.00016375635459644805
2023-08-26,0.00323873624067934,0.55144227,0.1,0.000323873624067934
2023-08-27,0.000698176287035663,0.552691,0.1,6.981762870356631e-05
2023-08-28,0.059320826564098275,0.543599,0.1,0.0059320826564098275
2023-08-29,-0.0151357950818478,0.5339333,0.1,-0.00151357950818478
2023-08-30,-0.05107008806335594,0.5307834,0.1,-0.005107008806335594
2023-08-31,-0.005246038619321044,0.53221774,0.1,-0.0005246038619321044
2023-09-01,0.0024948459526167835,0.53310597,0.1,0.00024948459526167834
2023-09-02,0.003923561650647033,0.53306437,0.1,0.0003923561650647033
2023-09-03,-0.005606105973525642,0.526942,0.0,-0.0
2023-09-04,-0.0013142673496244822,0.5228814,0.0,-0.0
2023-09-05,-0.0012472832474370724,0.52063537,0.0,-0.0
2023-09-06,0.019035486849342184,0.52083015,0.0,0.0
2023-09-07,-0.01320815513349337,0.5228946,0.0,-0.0
2023-09-08,-0.0003431630206622342,0.5286057,0.0,-0.0
2023-09-09,-0.0023191454606873935,0.52640617,0.0,-0.0
2023-09-10,-0.02663039767580389,0.5277087,0.0,-0.0
2023-09-11,0.02657196307677719,0.52860713,0.0,0.0
2023-09-12,0.014671204201257093,0.52425086,0.0,0.0
2023-09-13,0.011403348118842957,0.5249996,0.0,0.0
2023-09-14,0.0029091145916004006,0.52827716,0.0,0.0
2023-09-15,-0.0015173159554027868,0.530316,0.1,-0.0001517315955402787
2023-09-16,-0.0012115920994153866,0.5319508,0.1,-0.00012115920994153866
2023-09-17,0.008819719840065637,0.5319051,0.1,0.0008819719840065638
2023-09-18,0.01659208048714994,0.5325911,0.1,0.0016592080487149942
2023-09-19,-0.003138296199427117,0.53122413,0.1,-0.0003138296199427117
2023-09-20,-0.020745316649489014,0.53000873,0.1,-0.0020745316649489016
2023-09-21,0.0004538251782273123,0.52617335,0.0,0.0
2023-09-22,-0.0001572726369548166,0.5238265,0.0,-0.0
2023-09-23,-0.01240277490489352,0.5192641,0.0,-0.0
2023-09-24,0.002147539347757194,0.51663864,0.0,0.0
2023-09-25,-0.0031656440496646743,0.51903117,0.0,-0.0
2023-09-26,0.005754212215801185,0.51975286,0.0,0.0
2023-09-27,0.024288394222757907,0.52149713,0.0,0.0
2023-09-28,-0.0042437853832940535,0.52525985,0.0,-0.0
2023-09-29,0.002064247824862265,0.52578735,0.0,0.0
2023-09-30,0.03748988079317705,0.5264679,0.0,0.0
2023-10-01,-0.017952769440012815,0.52596456,0.0,-0.0
2023-10-02,-0.0024781075361443865,0.52071166,0.0,-0.0
2023-10-03,0.012756619276586195,0.51704067,0.0,0.0
2023-10-04,-0.013342721522066095,0.5164499,0.0,-0.0
2023-10-05,0.018818266735082634,0.51180655,0.0,0.0
2023-10-06,0.0009154062279922295,0.5056026,0.0,0.0
2023-10-07,-0.0014181982742726472,0.5005708,0.0,-0.0
2023-10-08,-0.011779875664382407,0.49426365,0.0,-0.0
2023-10-09,-0.007275373195296091,0.48995712,0.0,-0.0
2023-10-10,-0.01896652932854734,0.48832932,0.0,-0.0
2023-10-11,-0.004321426540286491,0.49013397,0.0,-0.0
2023-10-12,0.0038182399293200187,0.49584186,0.0,0.0
2023-10-13,-0.0003544668067039467,0.4955601,0.0,-0.0
2023-10-14,0.011171707530674917,0.49986082,0.0,0.0
2023-10-15,0.04840156611029453,0.50348246,0.0,0.0
2023-10-16,-0.0036863346095197267,0.50871295,0.0,-0.0
2023-10-17,-0.0026768518861103275,0.5092342,0.0,-0.0
2023-10-18,0.01380644022600064,0.5136759,0.0,0.0
2023-10-19,0.03272936881268124,0.5160747,0.0,0.0
2023-10-20,0.008082108028452294,0.5105677,0.0,0.0
2023-10-21,0.002759830846653565,0.50215673,0.0,0.0
2023-10-22,0.09768020786547688,0.4942921,0.0,0.0
2023-10-23,0.02545906657086265,0.4883469,0.0,0.0
2023-10-24,0.016759533553249224,0.4843043,0.0,0.0
2023-10-25,-0.01003363081588025,0.48171443,0.0,-0.0
2023-10-26,-0.00763160546721126,0.48416153,0.0,-0.0
2023-10-27,0.005560455807826632,0.47955054,0.0,0.0
2023-10-28,0.012969433130901344,0.47680297,0.0,0.0
2023-10-29,-0.0014828854979810758,0.4715464,0.0,-0.0
2023-10-30,0.004775852062776867,0.46793026,-0.1,-0.0004775852062776867
2023-10-31,0.022314560261213128,0.46740913,-0.1,-0.0022314560261213127
2023-11-01,-0.013639193957310053,0.46380118,-0.1,0.0013639193957310054
2023-11-02,-0.0064546666973641625,0.46081412,-0.1,0.0006454666697364163
2023-11-03,0.00989677583723088,0.46393597,-0.1,-0.000989677583723088
2023-11-04,-0.0014324869251003767,0.46688098,-0.1,0.00014324869251003768
2023-11-05,0.0009766198683485855,0.46072015,-0.1,-9.766198683485855e-05
2023-11-06,0.010022908737337355,0.45832187,-0.1,-0.0010022908737337356
2023-11-07,0.0063528178351219345,0.45683762,-0.1,-0.0006352817835121935
2023-11-08,0.029766675983155067,0.4548078,-0.1,-0.002976667598315507
2023-11-09,0.01623057053490802,0.45252904,-0.1,-0.001623057053490802
2023-11-10,-0.004611757237879132,0.4540857,-0.1,0.00046117572378791326
2023-11-11,-0.0017756126342137468,0.45131359,-0.1,0.00017756126342137468
2023-11-12,-0.016353527492521336,0.4508729,-0.1,0.0016353527492521337
2023-11-13,-0.0253224983929354,0.44920185,-0.1,0.00253224983929354
2023-11-14,0.06287397140001015,0.44878662,-0.1,-0.006287397140001015
2023-11-15,-0.04579700167213188,0.44951588,-0.1,0.0045797001672131885
2023-11-16,0.012377896572665345,0.44805607,-0.1,-0.0012377896572665346
2023-11-17,-0.001252220312786142,0.4480404,-0.1,0.00012522203127861422
2023-11-18,0.021420590373204398,0.44982082,-0.1,-0.0021420590373204397
2023-11-19,0.0023772666332884944,0.44528928,-0.1,-0.00023772666332884946
2023-11-20,-0.046657457238005864,0.4486785,-0.1,0.004665745723800587
2023-11-21,0.045576998787717926,0.4513702,-0.1,-0.0045576998787717924
2023-11-22,-0.003053710529443689,0.4542381,-0.1,0.0003053710529443689
2023-11-23,0.011180012954367782,0.45393,-0.1,-0.0011180012954367783
2023-11-24,0.0017776195288349984,0.45665228,-0.1,-0.00017776195288349986
2023-11-25,-0.008859513391713852,0.45998096,-0.1,0.0008859513391713853
2023-11-26,-0.005482130309367848,0.46238923,-0.1,0.0005482130309367848
2023-11-27,0.01535223194675372,0.46513173,-0.1,-0.001535223194675372
2023-11-28,0.0009453771250752638,0.46942514,-0.1,-9.453771250752639e-05
2023-11-29,-0.0034581251896556686,0.47037974,0.0,-0.0
2023-11-30,0.025092382063089787,0.47360867,0.0,0.0
2023-12-01,0.019655100831166433,0.47693464,0.0,0.0
2023-12-02,0.013142794289187723,0.47736084,0.0,0.0
2023-12-03,0.049271977534901416,0.47803566,0.0,0.0
2023-12-04,0.04839691964470645,0.47870114,0.0,0.0
2023-12-05,-0.007072982823143485,0.48045123,0.0,-0.0
2023-12-06,-0.011249508685349425,0.47818148,0.0,-0.0
2023-12-07,0.020536119557329653,0.47763696,0.0,0.0
2023-12-08,-0.010408972260493799,0.47559556,0.0,-0.0
2023-12-09,0.0017350244818206502,0.47075167,0.0,0.0
2023-12-10,-0.05966075735492428,0.4680693,-0.1,0.005966075735492429
2023-12-11,0.005776503301278852,0.46525326,-0.1,-0.0005776503301278853
2023-12-12,0.032639616880829996,0.47303128,0.0,0.0
2023-12-13,0.0035680023564587876,0.47201607,0.0,0.0
2023-12-14,-0.025470477640977214,0.46948954,-0.1,0.0025470477640977215
2023-12-15,0.008020387258140575,0.47540158,0.0,0.0
2023-12-16,-0.021599191335207872,0.47811025,0.0,-0.0
2023-12-17,0.030541766708551847,0.4751172,0.0,0.0
2023-12-18,-0.008990828549252048,0.47244784,0.0,-0.0
2023-12-19,0.03241755264462973,0.4778765,0.0,0.0
2023-12-20,0.004406916568444891,0.48169258,0.0,0.0
2023-12-21,0.0024419680670525194,0.48359087,0.0,0.0
2023-12-22,-0.006088221088727501,0.4868688,0.0,-0.0
2023-12-23,-0.016395107062850675,0.4900194,0.0,-0.0
2023-12-24,0.013507101635684676,0.49226636,0.0,0.0
2023-12-25,-0.02479535186467053,0.49523628,0.0,-0.0
2023-12-26,0.02140979529821103,0.49473253,0.0,0.0
2023-12-27,-0.02012077980823538,0.4986772,0.0,-0.0
2023-12-28,-0.011740790238734814,0.49914628,0.0,-0.0
2023-12-29,0.0017416561151908701,0.50083625,0.0,0.0
2023-12-30,0.0033947781497301243,0.503549,0.0,0.0
2023-12-31,0.04386318131378095,0.5061919,0.0,0.0
2024-01-01,0.01722000317113513,0.5077779,0.0,0.0
2024-01-02,-0.04788769521256018,0.50853735,0.0,-0.0
2024-01-03,0.03002352150755492,0.5122643,0.0,0.0
2024-01-04,-0.0001356796630157846,0.5233884,0.0,-0.0
2024-01-05,-0.004012787545087865,0.5273733,0.0,-0.0
2024-01-06,-0.000894225072540774,0.52537256,0.0,-0.0
2024-01-07,0.06653020711240704,0.5274031,0.0,0.0
2024-01-08,-0.018075510415030107,0.52564156,0.0,-0.0
2024-01-09,0.01172860796383382,0.521937,0.0,0.0
2024-01-10,-0.006771062230729273,0.5198275,0.0,-0.0
2024-01-11,-0.0798528754667809,0.52196753,0.0,-0.0
2024-01-12,0.0015242196406752171,0.52356833,0.0,0.0
2024-01-13,-0.02638212870563945,0.52715635,0.0,-0.0
2024-01-14,0.01848861088034885,0.52455944,0.0,0.0
2024-01-15,0.014637901828299413,0.5216398,0.0,0.0
2024-01-16,-0.008423584725432613,0.51702464,0.0,-0.0
2024-01-17,-0.03445139745815894,0.52232087,0.0,-0.0
2024-01-18,0.007990013891329613,0.5304421,0.1,0.0007990013891329613
2024-01-19,0.0008880084302503328,0.53635657,0.1,8.880084302503329e-05
2024-01-20,-0.002778941360300473,0.5402615,0.1,-0.0002778941360300473
2024-01-21,-0.049606002668420156,0.5399765,0.1,-0.004960600266842016
2024-01-22,0.008294955472882228,0.53262055,0.1,0.0008294955472882229
2024-01-23,0.004683034141144241,0.5306573,0.1,0.00046830341411442417
2024-01-24,-0.003092975166303934,0.52880704,0.0,-0.0
2024-01-25,0.04555239092628425,0.5263575,0.0,0.0
2024-01-26,0.00707902280697713,0.5280784,0.0,0.0
2024-01-27,-0.002128775638974226,0.52927786,0.0,-0.0
2024-01-28,0.029806119942710457,0.53485703,0.1,0.002980611994271046
2024-01-29,-0.008385579459892248,0.5359901,0.1,-0.0008385579459892249
2024-01-30,-0.008444749797383772,0.5348533,0.1,-0.0008444749797383772
2024-01-31,0.011742435619609937,0.53500265,0.1,0.0011742435619609937
2024-02-01,0.0027134001651212595,0.53852,0.1,0.00027134001651212594
2024-02-02,-0.004382505832045197,0.5327704,0.1,-0.00043825058320451967
2024-02-03,-0.010005694851545816,0.52591515,0.0,-0.0
2024-02-04,0.002950351987088814,0.5203486,0.0,0.0
2024-02-05,0.009095988310426472,0.51992095,0.0,0.0
2024-02-06,0.028605054685199374,0.51815546,0.0,0.0
2024-02-07,0.02095275967005496,0.5190624,0.0,0.0
2024-02-08,0.03991206359421791,0.5200017,0.0,0.0
2024-02-09,0.013033381077871586,0.520414,0.0,0.0
2024-02-10,0.01142945972783506,0.5187484,0.0,0.0
2024-02-11,0.03293568144658824,0.51532817,0.0,0.0
2024-02-12,-0.004370351494182536,0.50983655,0.0,-0.0
2024-02-13,0.041300218103198914,0.50266576,0.0,0.0
2024-02-14,0.0016364577734705157,0.49747795,0.0,0.0
2024-02-15,0.004694246184426713,0.49305892,0.0,0.0
2024-02-16,-0.009279917800631372,0.48526886,0.0,-0.0
2024-02-17,0.009540032294676114,0.48239148,0.0,0.0
2024-02-18,-0.00698552773070659,0.48024487,0.0,-0.0
2024-02-19,0.009306488030900633,0.48015043,0.0,0.0
2024-02-20,-0.007865510526459354,0.47961867,0.0,-0.0
2024-02-21,-0.01087817419895304,0.48049635,0.0,-0.0
2024-02-22,-0.010668655359765033,0.4797295,0.0,-0.0
2024-02-23,0.016109250933854777,0.47995636,0.0,0.0
2024-02-24,0.0031100616788884284,0.47965553,0.0,0.0
2024-02-25,0.051753212367562834,0.4799759,0.0,0.0
2024-02-26,0.045937275755513214,0.48235184,0.0,0.0
2024-02-27,0.09037342510456357,0.4838288,0.0,0.0
2024-02-28,-0.021060790861507746,0.48532093,0.0,-0.0
2024-02-29,0.02035257099534111,0.4862366,0.0,0.0
2024-03-01,-0.006442143609634661,0.48659348,0.0,-0.0
2024-03-02,0.018012936948412033,0.48333472,0.0,0.0
2024-03-03,0.07817243529189463,0.474382,0.0,0.0
2024-03-04,-0.06855316030923639,0.46727073,-0.1,0.006855316030923639
2024-03-05,0.03621451680304252,0.4642157,-0.1,-0.0036214516803042517
2024-03-06,0.011273945248864211,0.46762374,-0.1,-0.001127394524886421
2024-03-07,0.019282486315176334,0.46738544,-0.1,-0.0019282486315176336
2024-03-08,0.0027716745979517753,0.45995313,-0.1,-0.00027716745979517756
2024-03-09,0.009362842188647231,0.4651782,-0.1,-0.0009362842188647231
2024-03-10,0.044283373561153284,0.46384525,-0.1,-0.004428337356115328
