Date,Actual_Return,GRU_Prob,GRU_Result,RF_Prob,XGB_Prob
2023-01-15,0.0150516254222266,0.5459172,0.0150516254222266,0.545730213431832,0.72492546
2023-01-16,-0.0023997375582056613,0.55778575,-0.0023997375582056613,0.544328263689417,0.6928094
2023-01-17,-0.02163918199406567,0.55639094,-0.02163918199406567,0.5160784132376025,0.65449226
2023-01-18,0.019060358931726196,0.5500426,0.019060358931726196,0.5381637447319902,0.7802084
2023-01-19,0.07572375886205074,0.54319763,0.07572375886205074,0.4878914315669827,0.74802846
2023-01-20,0.0051325240292035,0.5397279,0.0051325240292035,0.5990380548051797,0.7927005
2023-01-21,-0.003321255906125198,0.52688885,-0.003321255906125198,0.5313746552252703,0.68974614
2023-01-22,0.009184917306239049,0.5237728,0.009184917306239049,0.5602161476177927,0.5055834
2023-01-23,-0.012373644259909389,0.52848893,-0.012373644259909389,0.5661521139327617,0.7369587
2023-01-24,0.01891274158978362,0.522053,0.01891274158978362,0.5528942316848529,0.7005395
2023-01-25,-0.002224107083232396,0.5198051,-0.002224107083232396,0.570590498647544,0.6215626
2023-01-26,0.0028036063130034705,0.5163721,0.0028036063130034705,0.6075429535602715,0.84161913
2023-01-27,-0.0022345342148967218,0.5175957,-0.0022345342148967218,0.6368192801248697,0.8643504
2023-01-28,0.03126058742279336,0.52320266,0.03126058742279336,0.6632307967454824,0.7985829
2023-01-29,-0.03858724723383988,0.5323059,-0.03858724723383988,0.5251504811378178,0.60059243
2023-01-30,0.01309813525276926,0.53097737,0.01309813525276926,0.5539843944408261,0.5968032
2023-01-31,0.026271419879585478,0.53145915,0.026271419879585478,0.5992545261374385,0.81432176
2023-02-01,-0.010269392474337113,0.53562546,-0.010269392474337113,0.5762016524506519,0.80085033
2023-02-02,-0.002428376929737852,0.53100574,-0.002428376929737852,0.6353778983502135,0.8256314
2023-02-03,-0.004483631288969336,0.5353638,-0.004483631288969336,0.5718036779465445,0.7344001
2023-02-04,-0.016887413811729313,0.537141,-0.016887413811729313,0.5492503894453372,0.7967727
2023-02-05,-0.007429933663019583,0.5371002,-0.007429933663019583,0.5929718756627167,0.86488026
2023-02-06,0.020996796488262248,0.53485304,0.020996796488262248,0.5929168922878888,0.7256513
2023-02-07,-0.011938662143520351,0.5293213,-0.011938662143520351,0.5353529431238386,0.7445151
2023-02-08,-0.05080564386186481,0.521365,-0.05080564386186481,0.5849716046764442,0.73920053
2023-02-09,-0.007852690932197315,0.51688427,-0.007852690932197315,0.6400695010150101,0.69745094
2023-02-10,0.01097608853378862,0.5147512,0.01097608853378862,0.5631341905180411,0.67913866
2023-02-11,-0.0036139425638820333,0.5107484,-0.0036139425638820333,0.5242725739098916,0.70497984
2023-02-12,-0.0004393225343538587,0.5097586,-0.0004393225343538587,0.5491438950533416,0.60057867
2023-02-13,0.01955867487646934,0.5131179,0.01955867487646934,0.50035274709823,0.6473707
2023-02-14,0.09568582476270104,0.51062095,0.09568582476270104,0.5254213817317849,0.5066524
2023-02-15,-0.033149496074872276,0.5053473,-0.033149496074872276,0.536252808271515,0.6463135
2023-02-16,0.04474285772600406,0.5084542,0.04474285772600406,0.5554832512084562,0.7496582
