Date,Prob,Position,Strat_Ret
2025-04-24,0.4278098,-1,-0.006979277255771385
2025-04-25,0.44184998,-1,0.00011285663183106742
2025-04-26,0.47704533,-1,0.009329217194183042
2025-04-27,0.5067997,0,0.0
2025-04-28,0.5246048,1,-0.007971384433910092
2025-04-29,0.5133482,0,-0.0
2025-04-30,0.51800364,0,0.0
2025-05-01,0.51599157,0,0.0
2025-05-02,0.49954805,0,-0.0
2025-05-03,0.49734145,0,-0.0
2025-05-04,0.50101197,0,0.0
2025-05-05,0.505942,0,0.0
2025-05-06,0.5025107,0,0.0
2025-05-07,0.5051738,0,0.0
2025-05-08,0.47838658,-1,0.002808564699583071
2025-05-09,0.4951954,0,0.0
2025-05-10,0.4516559,-1,0.0066198315306769204
2025-05-11,0.46483064,-1,0.012823957677924932
2025-05-12,0.48716274,0,0.0
2025-05-13,0.4863218,0,-0.0
2025-05-14,0.51550984,0,0.0
2025-05-15,0.5234217,1,-0.0028935353660749547
2025-05-16,0.536962,1,-0.0032649150658740724
2025-05-17,0.55001867,1,0.03175756480007516
2025-05-18,0.5571382,1,-0.00830574322175089
2025-05-19,0.5290803,1,0.012016222070838009
2025-05-20,0.48229313,0,0.0
2025-05-21,0.4849763,0,0.0
2025-05-22,0.47930366,-1,0.03998359037453153
2025-05-23,0.48356843,0,0.0
2025-05-24,0.4942912,0,0.0
2025-05-25,0.531862,1,0.003942524889582682
2025-05-26,0.5570507,1,-0.004548373170012511
2025-05-27,0.540173,1,-0.0106718460844975
2025-05-28,0.5393611,1,-0.02054732532520838
2025-05-29,0.5437294,1,-0.015310028157546413
2025-05-30,0.5559038,1,0.00581464554481119
2025-05-31,0.5668055,1,0.00999890319604234
2025-06-01,0.5823797,1,0.002033656157331761
2025-06-02,0.5718811,1,-0.004555126803574655
2025-06-03,0.5532008,1,-0.00647422512636591
2025-06-04,0.54237735,1,-0.030924814911036578
2025-06-05,0.5553125,1,0.027016209665029333
2025-06-06,0.54925823,1,0.012044621848145592
2025-06-07,0.57712185,1,0.0017213626629398297
2025-06-08,0.5610008,1,0.0419420963494116
2025-06-09,0.5459465,1,0.00010311175786527098
2025-06-10,0.5394583,1,-0.01488492352072924
2025-06-11,0.5074025,0,-0.0
2025-06-12,0.5065539,0,0.0
2025-06-13,0.5368941,1,-0.0061655785271072
2025-06-14,0.5712596,1,0.0017001202861056666
2025-06-15,0.56399035,1,0.011305061807508105
2025-06-16,0.5665107,1,-0.02123009135616664
2025-06-17,0.5545045,1,0.0032048660451346727
2025-06-18,0.53068763,1,-0.0021779540173212956
2025-06-19,0.553426,1,-0.013085610610985732
2025-06-20,0.5542463,1,-0.011469227749354669
2025-06-21,0.5434724,1,-0.011385960226360707
2025-06-22,0.5582086,1,0.0423728593887924
