Date,Actual_Return_Daily,Target,LSTM_Prob,LSTM_Return,RF_Prob,RF_Return,XGB_Prob,XGB_Return
2023-02-01,-0.010322486493569127,0,0.54377764,-0.0,0.5652566655393867,-0.0003499704977049339,0.5428603,-0.0
2023-02-02,-0.002431330219096245,0,0.5452272,-0.0,0.5772758439154579,-0.0001473701856955672,0.6459108,-0.0005182017934562153
2023-02-03,-0.004493712909870792,0,0.55172515,-1.7227270837865504e-05,0.5186491228747621,-0.0,0.6009619,-0.0005089071380862338
2023-02-04,-0.017031632139821246,0,0.5480006,-0.0,0.5648226889519412,-0.0005610101901165655,0.62030435,-0.0026608834042922518
2023-02-05,-0.007457673107036351,0,0.5165844,-0.0,0.5333912128236633,-0.0,0.6233981,-0.0012163980784382126
2023-02-06,0.020779401555923737,1,0.50282156,0.0,0.5169262270431519,0.0,0.6413321,0.004217391043844009
2023-02-07,-0.01201050031064175,0,0.51659673,-0.0,0.559359026598811,-0.00024979242638294044,0.6315953,-0.002177778776094392
2023-02-08,-0.052141700352517424,0,0.5291161,-0.0,0.535078374343068,-0.0,0.57456905,-0.0028468249751869416
2023-02-09,-0.007883685677702989,0,0.5380704,-0.0,0.5888691022416823,-0.0006809595214398304,0.64014566,-0.001579288856775851
2023-02-10,0.010916288456747329,1,0.5333117,0.0,0.5600435559436091,0.0002436407862487014,0.6206584,0.0017140608393503317
2023-02-11,-0.0036204886304742638,0,0.52713466,-0.0,0.5397050309709271,-0.0,0.6145923,-0.0005196793090067312
2023-02-12,-0.00043941906477148134,0,0.50308454,-0.0,0.5487152484628625,-0.0,0.5797773,-2.9077128686613286e-05
2023-02-13,0.01936986197704005,1,0.49017304,0.0,0.5614933283291221,0.0004947204075375538,0.61552656,0.002820533726005387
2023-02-14,0.09138049119365944,1,0.4968392,0.0,0.49464943709898374,0.0,0.54903185,0.0
2023-02-15,-0.033711393282664585,0,0.5081607,-0.0,0.5096986376936345,-0.0,0.53610975,-0.0
2023-02-16,0.043770785975072134,1,0.5271114,0.0,0.5602237122880254,0.0009944442720663809,0.5828665,0.0031968701980524578
2023-02-17,0.002519415209186526,1,0.5182271,0.0,0.5228742416666254,0.0,0.5556372,3.156082031360176e-05
2023-02-18,-0.014730846119734737,0,0.51431066,-0.0,0.5326189056603396,-0.0,0.57391447,-0.0007828448434010646
2023-02-19,0.023230285350592204,1,0.47503227,0.0,0.5199818912672627,0.0,0.60131925,0.002649245832383339
2023-02-20,-0.015825264394064464,0,0.4707744,-0.0,0.5152980093249555,-0.0,0.6186731,-0.0024150434331039333
2023-02-21,-0.011101316717520895,0,0.48416933,-0.0,0.5119164155174942,-0.0,0.5676023,-0.0004342407053136982
2023-02-22,-0.01005818454576867,0,0.499018,-0.0,0.43114977307366537,0.0004213312470104257,0.5353112,-0.0
2023-02-23,-0.032041028461487375,0,0.5195919,-0.0,0.5134293001755086,-0.0,0.5752806,-0.001800036222470579
2023-02-24,-0.0012178923770018468,0,0.523808,-0.0,0.5046319289837492,-0.0,0.59504724,-0.0001219170468798226
2023-02-25,0.01703161058168721,1,0.5259849,0.0,0.4599315753333695,0.0,0.5407383,0.0
2023-02-26,-0.0026679753126395687,0,0.50529635,-0.0,0.5015700642083857,-0.0,0.5651615,-8.989010621113157e-05
2023-02-27,-0.015033201397948169,0,0.49135026,-0.0,0.5082234618816542,-0.0,0.55814,-0.0002719328379779643
2023-02-28,0.020842934243896633,1,0.5095125,0.0,0.5164349049177147,0.0,0.56702375,0.0007884994377827513
2023-03-01,-0.006949915104728103,0,0.5149275,-0.0,0.4815044042957255,-0.0,0.5529873,-4.6136094909667284e-05
2023-03-02,-0.048503100831987105,0,0.5190227,-0.0,0.4864216814886219,-0.0,0.5139423,-0.0
2023-03-03,-0.00034764393289772876,0,0.523008,-0.0,0.5083669905271408,-0.0,0.56561905,-1.2066365182698096e-05
2023-03-04,0.003737206709584325,1,0.51946795,0.0,0.48457218026405313,0.0,0.56639975,0.00013619827741050234
2023-03-05,-0.000902760617454153,0,0.4878954,-0.0,0.47190690691106346,-0.0,0.50157386,-0.0
2023-03-06,-0.009506895048812334,0,0.47774,-0.0,0.47963819707685446,-0.0,0.56407374,-0.0002973277216835302
2023-03-07,-0.022437472391169118,0,0.5011709,-0.0,0.534045792604655,-0.0,0.59132797,-0.002060655267842553
2023-03-08,-0.06388169730657518,0,0.5036073,-0.0,0.46300403917306676,-0.0,0.549377,-0.0
2023-03-09,-0.010442692083692516,0,0.504869,-0.0,0.46187682807897423,-0.0,0.55943,-0.0002188322152697142
2023-03-10,0.015024507857790617,1,0.5045518,0.0,0.4861974237607633,0.0,0.55817056,0.00027279648683310617
2023-03-11,0.07264804225261712,1,0.50760984,0.0,0.47730057201670356,0.0,0.4832146,0.0
2023-03-12,0.0918599391330703,1,0.4804278,0.0,0.5247654152758305,0.0,0.56399137,0.002856100262456828
2023-03-13,0.022833529552860565,1,0.47804812,0.0,0.5282666478220316,0.0,0.5397932,0.0
2023-03-14,-0.015718497080592527,0,0.4912367,-0.0,0.46103797531672747,-0.0,0.513826,-0.0
2023-03-15,0.028940970979109415,1,0.48522028,0.0,0.49142824610351815,0.0,0.5540676,0.0002616006347758545
2023-03-16,0.0915382366931726,1,0.46964702,0.0,0.4960063681446287,0.0,0.54766417,0.0
2023-03-17,-0.017960573857961144,0,0.46521586,-0.0,0.4926975452732195,-0.0,0.58742595,-0.0014937583879809082
2023-03-18,0.03883042537639571,1,0.48265073,0.0,0.5038643504912814,0.0,0.6066981,0.004892468191247626
2023-03-19,-0.009188807742989342,0,0.46491936,-0.0,0.45590312498110724,-0.0,0.5724134,-0.0004576715082933244
2023-03-20,0.013917915171174959,1,0.45647138,0.0,0.47803041275087105,0.0,0.532996,0.0
2023-03-21,-0.030875102511240874,0,0.47032607,-0.0,0.48210706658071045,-0.0,0.578386,-0.0019476014014833073
2023-03-22,0.037610483876124916,1,0.4983647,0.0,0.4751494481267146,0.0,0.5456674,0.0
2023-03-23,-0.030170604453767236,0,0.50136983,-0.0,0.5210515554017402,-0.0,0.59473586,-0.0029993503019866224
2023-03-24,0.00030882732901125104,1,0.51737785,0.0,0.43513525309095435,-1.0201422409664043e-05,0.38019866,-4.790346380077539e-05
2023-03-25,0.01822496367160109,1,0.5298699,0.0,0.4826284632026627,0.0,0.4149862,-0.001418055851665774
2023-03-26,-0.030610293346195108,0,0.5204828,-0.0,0.4549075016610599,-0.0,0.4281731,0.001484728013465194
2023-03-27,0.005007183266062188,1,0.5042895,0.0,0.4907791139482779,0.0,0.6019425,0.0005779676985322596
2023-03-28,0.039117969089514086,1,0.52254,0.0,0.47793371204892393,0.0,0.44247317,-0.0006542971423804428
2023-03-29,-0.011354726247076305,0,0.5308903,-0.0,0.5019699640394545,-0.0,0.5987142,-0.0012291910727627667
2023-03-30,0.01546498944228887,1,0.5364318,0.0,0.48462215558084004,0.0,0.40650135,-0.001494902155805605
2023-03-31,-0.00044379564413691034,0,0.5455317,-0.0,0.5112329009601172,-0.0,0.45425415,-0.0
2023-04-01,-0.009920151427765776,0,0.54724246,-0.0,0.47773501428750115,-0.0,0.58215284,-0.0007088021614075525
2023-04-02,-0.01328794166506373,0,0.51293635,-0.0,0.4554998514872143,-0.0,0.39923415,0.0014990524097188375
2023-04-03,0.01306073888880465,1,0.5001966,0.0,0.4672752864969083,0.0,0.420565,-0.0008543168861043073
2023-04-04,0.00016117729039769833,1,0.51087403,0.0,0.47119681081254866,0.0,0.39207715,-2.0746325383164732e-05
2023-04-05,-0.0048462984303144436,0,0.5224681,-0.0,0.4564166817331815,-0.0,0.38635188,0.0006854616253511769
2023-04-06,-0.004558093631494347,0,0.53593194,-0.0,0.49787899823033493,-0.0,0.40545484,0.0004512020923499202
2023-04-07,0.0011478259451552448,1,0.5457541,0.0,0.475049221370952,0.0,0.3880398,-0.00015804337643010794
2023-04-08,0.013699657615021985,1,0.546916,0.0,0.4586060783689065,0.0,0.54967636,0.0
2023-04-09,0.04533402443678367,1,0.52523905,0.0,0.4589440384667585,0.0,0.39269826,-0.005772707171133321
2023-04-10,0.018820778757940998,1,0.51126,0.0,0.47682570261327,0.0,0.3968168,-0.0022243316083646594
2023-04-11,-0.010396427448109471,0,0.5289562,-0.0,0.49671049060618194,-0.0,0.40220663,0.0011041782315130673
2023-04-12,0.01612230751029388,1,0.5382649,0.0,0.49648357308081126,0.0,0.39196,-0.00207941911955225
2023-04-13,0.003060121449609667,1,0.5388516,0.0,0.4975262173644537,0.0,0.4020844,-0.00032583886654883405
2023-04-14,-0.005656179900882534,0,0.5410974,-0.0,0.5214694398680598,-0.0,0.39412978,0.0007022487460460714
2023-04-15,0.00031551290745832457,1,0.54796714,0.0,0.5272671686489118,0.0,0.6043703,3.812117006025117e-05
2023-04-16,-0.029277429572032238,0,0.52678174,-0.0,0.523540077780793,-0.0,0.33919722,0.007208934112388266
2023-04-17,0.031761089816271876,1,0.510097,0.0,0.5293728565922529,0.0,0.3645835,-0.006028713269403856
2023-04-18,-0.053510138704066394,0,0.523798,-0.0,0.5285872993516034,-0.0,0.6022945,-0.0062184123533096415
2023-04-19,-0.01940603406257386,0,0.54212195,-0.0,0.5678722779345837,-0.0007707334097207068,0.63768315,-0.003781293454155384
2023-04-20,-0.03534405077145466,0,0.5386463,-0.0,0.5646818886567181,-0.0011531498180086374,0.5899374,-0.003136774931153309
2023-04-21,0.02011734939753183,1,0.540132,0.0,0.5508452753406103,3.778822080927791e-05,0.59583443,0.0020490379812122816
2023-04-22,-0.008166817188415205,0,0.52833736,-0.0,0.5704095834315048,-0.00037040297061512775,0.6530114,-0.0018695000684341673
2023-04-23,-0.002891754748673293,0,0.5094875,-0.0,0.5082446268026014,-0.0,0.6003393,-0.00032348635733791777
2023-04-24,0.028306339200071688,1,0.48730665,0.0,0.5086516627032488,0.0,0.5621499,0.0007642630059032723
2023-04-25,0.004037661120266265,1,0.50034046,0.0,0.5118838840752794,0.0,0.5335645,0.0
2023-04-26,0.0365394056503652,1,0.5076157,0.0,0.4960145226060862,0.0,0.5450934,0.0
2023-04-27,-0.005480032501360423,0,0.5174901,-0.0,0.4815564189270741,-0.0,0.53770745,-0.0
2023-04-28,-0.0027757795765594477,0,0.51658654,-0.0,0.5229507830506318,-0.0,0.58857405,-0.00023794008083589664
2023-04-29,9.441762633578723e-05,1,0.50335,0.0,0.48118668406314447,0.0,0.5700852,4.214218696883749e-06
2023-04-30,-0.040665991207925405,0,0.47592166,-0.0,0.4227812090343231,0.0024597313646679488,0.307254,0.012899795566258256
2023-05-01,0.021206996165195773,1,0.4606804,0.0,0.4697534747276142,0.0,0.5301332,0.0
2023-05-02,0.012351095602062214,1,0.48295626,0.0,0.46304354703955264,0.0,0.5603654,0.00028449698605573936
2023-05-03,-0.006497982228264741,0,0.50446916,-0.0,0.49773290954466276,-0.0,0.5367581,-0.0
2023-05-04,0.02288090465334252,1,0.5165784,0.0,0.5074202792378099,0.0,0.5743355,0.0012373741391887867
2023-05-05,-0.02253281543081646,0,0.52617455,-0.0,0.5267398014013822,-0.0,0.5944442,-0.0022254511814631746
2023-05-06,-0.01459915625864984,0,0.5288441,-0.0,0.4970995626096718,-0.0,0.54651546,-0.0
2023-05-07,-0.027143379896367045,0,0.49835002,-0.0,0.45200355537008974,-0.0,0.5626119,-0.000760730417028111
2023-05-08,-0.0014655392981985705,0,0.4797171,-0.0,0.4963990307430668,-0.0,0.5722887,-7.258875033142978e-05
2023-05-09,-0.0010690420309266652,0,0.4868797,-0.0,0.525106797104994,-0.0,0.5879457,-9.014563979376888e-05
2023-05-10,-0.0230965139643067,0,0.4987392,-0.0,0.486606605002011,-0.0,0.55820256,-0.0004210008480783224
2023-05-11,-0.00645829172740886,0,0.51154387,-0.0,0.49958292726472864,-0.0,0.5402284,-0.0
2023-05-12,-0.0007366023552270455,0,0.5162912,-0.0,0.48662708902595675,-0.0,0.5685141,-3.030561644113476e-05
2023-05-13,0.005302016968638717,1,0.51613736,0.0,0.4747035122334636,0.0,0.5406276,0.0
2023-05-14,0.0090430011641092,1,0.48901635,0.0,0.44447875440511675,-0.00011095251187080473,0.3153052,-0.0027067668510917845
2023-05-15,-0.004734677357132959,0,0.4712451,-0.0,0.4566645497324402,-0.0,0.3648528,0.0008958767241681616
2023-05-16,0.013658322391184448,1,0.4850014,0.0,0.4844203139677947,0.0,0.5670637,0.0005179137908711268
2023-05-17,-0.021552134669642054,0,0.49057734,-0.0,0.47414469536785353,-0.0,0.52152705,-0.0
2023-05-18,0.002196585934586688,1,0.5020185,0.0,0.4705765997737087,0.0,0.5433217,0.0
2023-05-19,0.008231203535191795,1,0.50394094,0.0,0.48251395952077175,0.0,0.55738825,0.00013514235835405592
2023-05-20,-0.013171912518513606,0,0.5073321,-0.0,0.4964593311710612,-0.0,0.5567274,-0.00019691709563325534
2023-05-21,0.0037871532594394926,1,0.48377702,0.0,0.4876618413988502,0.0,0.35644263,-0.0007873690368887594
2023-05-22,0.01369903691712277,1,0.47082865,0.0,0.5044052812863165,0.0,0.5924906,0.001293511865633448
2023-05-23,-0.03326629631528951,0,0.48549742,-0.0,0.5121074158124415,-0.0,0.5480439,-0.0
2023-05-24,0.005483813844004058,1,0.500257,0.0,0.44891012390553037,-1.328150581133713e-05,0.52430063,0.0
2023-05-25,0.008730076726596555,1,0.5050337,0.0,0.5010798980617205,0.0,0.56470364,0.0002852529634290506
2023-05-26,0.005539576292267746,1,0.50843275,0.0,0.5208745589685884,0.0,0.56671506,0.00020576510535848567
2023-05-27,0.04409840842612671,1,0.5110958,0.0,0.5075846603092289,0.0,0.58806694,0.0037304241338716846
2023-05-28,-0.011777618425209708,0,0.49264938,-0.0,0.5258262595465467,-0.0,0.38016823,0.0018276707437719164
2023-05-29,-0.0015154032789555,0,0.4825201,-0.0,0.5298750501586834,-0.0,0.57366204,-7.968337471669992e-05
2023-05-30,-0.017632811059524262,0,0.49345914,-0.0,0.4625180231231439,-0.0,0.5471273,-0.0
2023-05-31,-0.014526721963616974,0,0.5026804,-0.0,0.5143859581459272,-0.0,0.55796933,-0.0002572624324956845
2023-06-01,0.015710863858149307,1,0.5012344,0.0,0.5593535019097788,0.00032655910022549823,0.59832877,0.001687303469492294
2023-06-02,-0.0063842684993772065,0,0.5084076,-0.0,0.5490181042431171,-0.0,0.58424157,-0.0004857939772052053
2023-06-03,0.0016975360281114345,1,0.52014387,0.0,0.5642293982541954,5.3677591544094525e-05,0.5991374,0.00018536118424293177
2023-06-04,-0.05250715845555731,0,0.49757296,-0.0,0.5004748717775994,-0.0,0.58422065,-0.003992951804568274
2023-06-05,0.05673457801927024,1,0.48397875,0.0,0.5458508067295813,0.0,0.64544183,0.01203300322703909
2023-06-06,-0.03325860556385626,0,0.49117744,-0.0,0.48423120080478327,-0.0,0.54042524,-0.0
2023-06-07,0.00602863973269374,1,0.5103529,0.0,0.5071274389181045,0.0,0.5152686,0.0
2023-06-08,-0.0007852550651334101,0,0.5055481,-0.0,0.5560739072647728,-1.0599036544029817e-05,0.59251165,-7.418329310841859e-05
2023-06-09,-0.024336519277700846,0,0.51057255,-0.0,0.5319468798006514,-0.0,0.59892637,-0.0026459937742924237
2023-06-10,0.003258464490493794,1,0.49988946,0.0,0.49932985762957893,0.0,0.4939424,0.0
2023-06-11,-0.0007856342026842933,0,0.48832676,-0.0,0.48217030885102585,-0.0,0.52989155,-0.0
2023-06-12,0.0011211542039807445,1,0.4711522,0.0,0.5324616691521292,0.0,0.5584896,2.1151468367708032e-05
2023-06-13,-0.03155784923802867,0,0.4818421,-0.0,0.48219730539366656,-0.0,0.55228585,-0.0001603025303833781
2023-06-14,0.018526725673652867,1,0.49382195,0.0,0.516868447268029,0.0,0.5776465,0.0011382195358583796
2023-06-15,0.028745138290379006,1,0.49394196,0.0,0.5099315982371944,0.0,0.55470026,0.0003002425584632418
2023-06-16,0.006507155969033793,1,0.506336,0.0,0.4989592915778511,0.0,0.5606672,0.00015425147811395202
2023-06-17,-0.006698102267960423,0,0.51517785,-0.0,0.5046046707741783,-0.0,0.55110633,-1.64672374884662e-05
2023-06-18,0.0189678131440085,1,0.49023128,0.0,0.5016864872981558,0.0,0.55297774,0.00012551334681584896
2023-06-19,0.05308872645011515,1,0.4647271,0.0,0.5160570410021101,0.0,0.5609522,0.0012920822986942026
2023-06-20,0.057849597296170514,1,0.48107427,0.0,0.46867094117439767,0.0,0.54078156,0.0
2023-06-21,-0.0036396889082070654,0,0.5059556,-0.0,0.484030129879738,-0.0,0.5427293,-0.0
2023-06-22,0.026533986237444202,1,0.52063453,0.0,0.5279709068678543,0.0,0.5018752,0.0
2023-06-23,-0.005262367873937984,0,0.51048577,-0.0,0.542967114074422,-0.0,0.62356937,-0.0008603311793425663
2023-06-24,-0.002123952410926466,0,0.5072813,-0.0,0.5266208245154003,-0.0,0.5777294,-0.00013087980064128323
2023-06-25,-0.00641095284669021,0,0.47593558,-0.0,0.5206464900420996,-0.0,0.61962277,-0.0009918849094211176
2023-06-26,0.013925651745678577,1,0.47132295,0.0,0.49031078215416235,0.0,0.55912125,0.00028226490991662117
2023-06-27,-0.020241978544881276,0,0.49645138,-0.0,0.5225796192576282,-0.0,0.5986127,-0.0021867056281093277
2023-06-28,0.012223257058951633,1,0.5205643,0.0,0.4891517487661005,0.0,0.5919073,0.001138319690205214
2023-06-29,0.0008105804662547625,1,0.5378655,0.0,0.5706561561226882,3.7207725913243786e-05,0.643567,0.0001685413258744886
2023-06-30,0.0037308892745919983,1,0.5487558,0.0,0.5526854387653111,2.2264610415716595e-05,0.61778367,0.0005619851198599963
2023-07-01,0.001017271646457164,1,0.551605,3.628210917266078e-06,0.5662359445671352,3.670303569243744e-05,0.6052456,0.0001248883597809213
2023-07-02,0.01745687224902878,1,0.5256779,0.0,0.5396224091961662,0.0,0.3917071,-0.002261359266127611
2023-07-03,-0.012586501609656327,0,0.5039687,-0.0,0.5668054061642039,-0.0004700472705259572,0.6081147,-0.0016254687008470123
2023-07-04,-0.008542384639438915,0,0.5209,-0.0,0.5186335051163098,-0.0,0.6210797,-0.0013493108874716843
2023-07-05,-0.02017875019166179,0,0.52804685,-0.0,0.5506452961381164,-2.893615460154288e-05,0.6017898,-0.0023223392365729818
2023-07-06,0.014916247025860701,1,0.5387935,0.0,0.5990139022542251,0.0016246743860564713,0.5999345,0.0016551898877566053
2023-07-07,-0.0019815498424806542,0,0.53739977,-0.0,0.588743947582336,-0.00017060680717523655,0.6636155,-0.0005002995787674085
2023-07-08,-0.004100239112277894,0,0.5418818,-0.0,0.5907667091852986,-0.00037145167884537707,0.6177577,-0.0006173836554769386
2023-07-09,0.008283044133908972,1,0.5150182,0.0,0.5688736859807619,0.000347403497662644,0.38862205,-0.0011297693216616306
2023-07-10,0.006898842392956891,1,0.49782178,0.0,0.536470500800719,0.0,0.42461392,-0.00038918770148966734
2023-07-11,-0.007937473335964864,0,0.51122904,-0.0,0.5559355652687566,-0.00010469642456585483,0.60596025,-0.0009870731566558456
2023-07-12,0.034748976139702924,1,0.5282617,0.0,0.5360444480026824,0.0,0.53387976,0.0
2023-07-13,-0.03698946968873567,0,0.53259987,-0.0,0.6417480816629398,-0.007541584190379904,0.69195366,-0.011668422384109785
2023-07-14,-0.0007422255191403193,0,0.5403994,-0.0,0.6139633285904627,-0.00010550047726444211,0.675511,-0.0002070165830722153
2023-07-15,-0.0019011428276580337,0,0.53134346,-0.0,0.5648137410547025,-6.258452790429096e-05,0.5868958,-0.00015587602456629078
2023-07-16,-0.0031138012758330853,0,0.50311863,-0.0,0.5987520275322923,-0.0003373425011766696,0.35292432,0.0006717208044439912
2023-07-17,-0.00929617827722886,0,0.47837365,-0.0,0.6099837953890226,-0.0012391556792914935,0.43898204,0.00022761070400625946
2023-07-18,0.0016758040032582482,1,0.5012207,0.0,0.5769008723562578,0.00010017908796834626,0.65756977,0.00040059073518408395
2023-07-19,-0.00365806621063334,0,0.5131315,-0.0,0.5621949803844815,-9.91334348529063e-05,0.64754826,-0.000792973214951333
2023-07-20,0.0034076103143899864,1,0.5223441,0.0,0.5546088386632904,3.490028036974986e-05,0.5547001,3.559108589340746e-05
2023-07-21,-0.0036089728683473903,0,0.5294888,-0.0,0.610147670068333,-0.0004823806874909427,0.6936859,-0.0011523521207446594
2023-07-22,0.009678127907075769,1,0.53285515,0.0,0.5783691323953432,0.0006101335376331054,0.65785354,0.002319600694237056
2023-07-23,-0.030621568131757492,0,0.5020155,-0.0,0.5558694917750867,-0.00039940676064357015,0.34033996,0.007462137966142193
2023-07-24,0.0017946972401168204,1,0.48780558,0.0,0.561999399191289,4.78561969148142e-05,0.63302594,0.0003311253739205813
2023-07-25,0.004201036310069169,1,0.4945573,0.0,0.546061110111253,0.0,0.5616355,0.00010862462951882592
2023-07-26,-0.004410782171051959,0,0.5024966,-0.0,0.5535379480104505,-3.467804001467503e-05,0.5377509,-0.0
2023-07-27,0.0031214513568593983,1,0.50744694,0.0,0.590585895374159,0.00028152644041115984,0.6038339,0.0003734220212525202
2023-07-28,0.0013213554199944793,1,0.5158754,0.0,0.6084067502677108,0.00017150239117889705,0.6882813,0.00040604161428103077
2023-07-29,-0.002449433712539638,0,0.5167703,-0.0,0.5796837562189446,-0.0001615742071055356,0.61866474,-0.0003737549089061637
2023-07-30,-0.0016693633056041337,0,0.49286553,-0.0,0.48689873524442595,-0.0,0.34011057,0.0004076563652930166
2023-07-31,0.016076157104390566,1,0.4768991,0.0,0.5791131764567325,0.001040062218947281,0.62391824,0.0026407134040876156
2023-08-01,-0.017659224099430867,0,0.48978838,-0.0,0.5423995208875599,-0.0,0.56627387,-0.0006386304281788483
2023-08-02,0.0002613924558795061,1,0.5034488,0.0,0.5303171395328371,0.0,0.5645543,8.454165610215863e-06
2023-08-03,-0.002732062666357572,0,0.50663,-0.0,0.5821707414575614,-0.00019531662596721162,0.61620617,-0.0004019541654681592
2023-08-04,-0.0014388313646510047,0,0.5072588,-0.0,0.6016469350817295,-0.00016513606685263703,0.64413714,-0.0003009943590164214
2023-08-05,0.0005601735343276643,1,0.50610226,0.0,0.560465122898291,1.3027299735797786e-05,0.6185553,8.533969646871808e-05
2023-08-06,0.004207247848642796,1,0.4838769,0.0,0.5860477397819133,0.0003370261681019772,0.3714229,-0.0007346518877978901
2023-08-07,0.01896787840738051,1,0.46935445,0.0,0.5810293640857166,0.0013079137889693583,0.63660157,0.0036503283816007224
2023-08-08,-0.006349552885029144,0,0.48965037,-0.0,0.5121655090430047,-0.0,0.5131615,-0.0
2023-08-09,-0.004276592986209428,0,0.50782585,-0.0,0.546166966560435,-0.0,0.58999276,-0.00038007271995530193
2023-08-10,-0.0010094804377126705,0,0.5120163,-0.0,0.6076925651682498,-0.00012942114653069224,0.6319222,-0.00018377518125158878
2023-08-11,0.0001406818655240356,1,0.51226014,0.0,0.5896518099717349,1.2396201329396052e-05,0.61561316,2.0512400487132192e-05
2023-08-12,-0.004301773191170979,0,0.5133922,-0.0,0.5839787626815929,-0.0003248198452729711,0.6081901,-0.0005562681115127192
2023-08-13,0.0043275966976988696,1,0.49357992,0.0,0.575409903178464,0.0002443640290754855,0.36103812,-0.0008555357899385125
2023-08-14,-0.0078774528796102,0,0.48081645,-0.0,0.5994381274558039,-0.0008654367099761301,0.6814348,-0.002300825425822678
2023-08-15,-0.016209084961303622,0,0.5001416,-0.0,0.5065407698916851,-0.0,0.59201497,-0.0015133866781685003
2023-08-16,-0.07616872037641167,0,0.5077027,-0.0,0.540698614783845,-0.0,0.53600514,-0.0
2023-08-17,-0.021619596661148415,0,0.50749314,-0.0,0.6106233745688482,-0.0029125620142582648,0.6254745,-0.0036260630200759905
2023-08-18,0.0017643901949644589,1,0.4984281,0.0,0.5653242019218222,6.008415914781896e-05,0.53529066,0.0
2023-08-19,0.003441579224086804,1,0.48965907,0.0,0.5821793847406601,0.0002461064488163369,0.5367102,0.0
2023-08-20,-0.0024110762869472635,0,0.4547004,-0.0,0.6060436475979857,-0.00030027891057229363,0.6694545,-0.000640030980560577
2023-08-21,-0.0027181324335439115,0,0.43988878,6.10747022764905e-05,0.5482324608531456,-0.0,0.6643113,-0.0006904737867542485
2023-08-22,0.01435456870308414,1,0.4464291,-0.00011390778903012881,0.5071711689836007,0.0,0.5045277,0.0
