Date,Actual_Ret,Prob,ATR_Pct,Position,Strat_Ret
2023-01-11,0.04911903051513352,0.51967084,0.01830276947481828,0.0,0.0
2023-01-12,0.055893048509553726,0.520899,0.020823504875097206,0.0,0.0
2023-01-13,0.050146827684418194,0.52246845,0.022893562037630544,0.0,0.0
2023-01-14,-0.003988871656173911,0.5242057,0.024888277054105953,0.0,-0.0
2023-01-15,0.014939473685250641,0.5257727,0.024913138934795367,0.0,0.0
2023-01-16,-0.0024026215431750143,0.5270389,0.025698795210803267,0.0,-0.0
2023-01-17,-0.021876742420547574,0.5281296,0.026645052978105807,0.0,-0.0
2023-01-18,0.018880985981668756,0.5290738,0.029582389907326336,0.0,0.0
2023-01-19,0.0729936990967774,0.5292636,0.028761700801483898,0.0,0.0
2023-01-20,0.0051193975233281225,0.52984154,0.03079767133383427,0.0,0.0
2023-01-21,-0.0033267835189935463,0.53076106,0.03142952038157549,0.0,-0.0
2023-01-22,0.009142992475145141,0.5314449,0.031755271858319584,0.0,0.0
2023-01-23,-0.012450835212587299,0.5318127,0.031338167671318064,0.0,-0.0
2023-01-24,0.018736119160646474,0.53194994,0.031671178483133874,0.0,0.0
2023-01-25,-0.0022265840828143047,0.5314614,0.033560965871075155,0.0,-0.0
2023-01-26,0.0027996835390564157,0.53111976,0.032575700269339966,0.0,0.0
2023-01-27,-0.002237034511835935,0.530643,0.03315192963573427,0.0,-0.0
2023-01-28,0.03078192520585222,0.53032064,0.03181633970039305,0.0,0.0
2023-01-29,-0.0393514588233174,0.5303698,0.03163495777284034,0.0,-0.0
2023-01-30,0.013013096440887308,0.530632,0.034623937123153516,0.0,0.0
2023-01-31,0.025932253556535844,0.52983785,0.03360455354576144,0.0,0.0
2023-02-01,-0.010322486493569127,0.52928233,0.033572949987154606,0.0,-0.0
2023-02-02,-0.002431330219096245,0.52884656,0.03421005282287835,0.0,-0.0
2023-02-03,-0.004493712909870792,0.5281882,0.033401755774924845,0.0,-0.0
2023-02-04,-0.017031632139821246,0.52788925,0.032177788746023284,0.0,-0.0
2023-02-05,-0.007457673107036351,0.527392,0.03254278204560208,0.0,-0.0
2023-02-06,0.020779401555923737,0.5266124,0.03210800973774404,0.0,0.0
2023-02-07,-0.01201050031064175,0.5257219,0.03105925669409149,0.0,-0.0
2023-02-08,-0.052141700352517424,0.52520704,0.031634612098885635,0.0,-0.0
2023-02-09,-0.007883685677702989,0.52428854,0.035284160516873046,0.0,-0.0
2023-02-10,0.010916288456747329,0.5232371,0.034632286491108936,0.0,0.0
2023-02-11,-0.0036204886304742638,0.5221387,0.03281092579894658,0.0,-0.0
2023-02-12,-0.00043941906477148134,0.52128136,0.03208614189473492,0.0,-0.0
2023-02-13,0.01936986197704005,0.5205449,0.031591675815287844,0.0,0.0
2023-02-14,0.09138049119365944,0.5198473,0.031302351145881625,0.0,0.0
2023-02-15,-0.033711393282664585,0.5195445,0.033378233335235395,0.0,-0.0
2023-02-16,0.043770785975072134,0.5204214,0.03735593421001308,0.0,0.0
2023-02-17,0.002519415209186526,0.5205384,0.038091165801654905,0.0,0.0
2023-02-18,-0.014730846119734737,0.52084994,0.036577593657111225,0.0,-0.0
2023-02-19,0.023230285350592204,0.5210141,0.03741013352575071,0.0,0.0
2023-02-20,-0.015825264394064464,0.5211701,0.037621832356015954,0.0,-0.0
2023-02-21,-0.011101316717520895,0.5217503,0.038709925505880094,0.0,-0.0
2023-02-22,-0.01005818454576867,0.52205,0.03900859586079482,0.0,-0.0
2023-02-23,-0.032041028461487375,0.52231395,0.03954696863685744,0.0,-0.0
2023-02-24,-0.0012178923770018468,0.5225389,0.04189562310931145,0.054093360900878906,-6.587989188759017e-05
2023-02-25,0.01703161058168721,0.5222902,0.04048389735760779,0.0,0.0
2023-02-26,-0.0026679753126395687,0.52161014,0.03887024717923789,0.0,-0.0
2023-02-27,-0.015033201397948169,0.52154607,0.0385959606677589,0.0,-0.0
2023-02-28,0.020842934243896633,0.5210371,0.038169182006248865,0.0,0.0
2023-03-01,-0.006949915104728103,0.5205291,0.03767409958479096,0.0,-0.0
2023-03-02,-0.048503100831987105,0.5203918,0.03705660765777659,0.0,-0.0
2023-03-03,-0.00034764393289772876,0.51990545,0.04093135202782073,0.0,-0.0
2023-03-04,0.003737206709584325,0.5189921,0.038829332895910465,0.0,0.0
2023-03-05,-0.000902760617454153,0.51820976,0.03742715597003024,0.0,-0.0
2023-03-06,-0.009506895048812334,0.51762074,0.03588223108952554,0.0,-0.0
2023-03-07,-0.022437472391169118,0.51749223,0.035667628863551536,0.0,-0.0
2023-03-08,-0.06388169730657518,0.5173249,0.036198074190826664,0.0,-0.0
2023-03-09,-0.010442692083692516,0.51690847,0.0421168876795183,0.04058032035827636,-0.0004237677901590788
2023-03-10,0.015024507857790617,0.5161224,0.042421104347838835,0.03869376182556152,0.0005813547285956277
2023-03-11,0.07264804225261712,0.5152069,0.042021298821623865,0.03649649620056152,0.0026513989980508734
2023-03-12,0.0918599391330703,0.5143638,0.04238833600763895,0.03447318077087402,0.0031667042873358177
2023-03-13,0.022833529552860565,0.5143979,0.04386281499097758,0.034555006027221676,0.0007890127513218411
2023-03-14,-0.015718497080592527,0.51549655,0.046789298412761034,0.03719172477722168,-0.0005845980173329597
2023-03-15,0.028940970979109415,0.5168165,0.04795912273485415,0.04035959243774414,0.001168045793469437
2023-03-16,0.0915382366931726,0.5176608,0.046247246386424225,0.04238591194152832,0.00387993163975959
2023-03-17,-0.017960573857961144,0.5184032,0.04666226023765169,0.044167613983154295,-0.0007932756930743601
2023-03-18,0.03883042537639571,0.51950216,0.047158916157747165,0.04680519104003906,0.0018174654779081817
2023-03-19,-0.009188807742989342,0.52026427,0.04611341745471458,0.04863424301147461,-0.00044689070875826315
2023-03-20,0.013917915171174959,0.5216795,0.04668755038438749,0.052030849456787105,0.0007241609490237376
2023-03-21,-0.030875102511240874,0.5230266,0.04563921164363692,0.05526380538940429,-0.0017062756565591234
2023-03-22,0.037610483876124916,0.52450234,0.04964829670744761,0.05880560874938964,0.0022117073996946296
2023-03-23,-0.030170604453767236,0.5250396,0.048552890414873436,0.06009507179260254,-0.001813104640675356
2023-03-24,0.00030882732901125104,0.5253954,0.05004132096485792,0.060948944091796874,1.8822699609925697e-05
2023-03-25,0.01822496367160109,0.5251097,0.04809438921339171,0.060263299942016596,0.0010982964521740527
2023-03-26,-0.030610293346195108,0.52492154,0.04583602534530578,0.05981168746948242,-0.001830853298971799
2023-03-27,0.005007183266062188,0.52498835,0.04787638066307774,0.05997204780578613,0.00030029103420461386
2023-03-28,0.039117969089514086,0.5244887,0.04656187825965854,0.05877285003662109,0.0022990745310351906
2023-03-29,-0.011354726247076305,0.52425766,0.04512983279946398,0.058218383789062494,-0.0006610538104720295
2023-03-30,0.01546498944228887,0.5240251,0.04620409101340033,0.05766019821166992,0.000891714356583759
2023-03-31,-0.00044379564413691034,0.5237771,0.04511851237582822,0.05706510543823242,-2.5325245225701062e-05
2023-04-01,-0.009920151427765776,0.52362573,0.04341921060638187,0.05670175552368164,-0.0005624900010150764
2023-04-02,-0.01328794166506373,0.5236479,0.04242759581139107,0.056754970550537104,-0.000754156737877947
2023-04-03,0.01306073888880465,0.52327704,0.04326616463757374,0.055864906311035155,0.0007296369543759652
2023-04-04,0.00016117729039769833,0.5230397,0.0416367019109852,0.0552952766418457,8.91234286092383e-06
2023-04-05,-0.0048462984303144436,0.5228472,0.04111572307227832,0.0,-0.0
2023-04-06,-0.004558093631494347,0.52267027,0.039564569538158456,0.0,-0.0
2023-04-07,0.0011478259451552448,0.52268434,0.03775886349219188,0.0,0.0
2023-04-08,0.013699657615021985,0.5225863,0.03577827082696883,0.0,0.0
2023-04-09,0.04533402443678367,0.52244765,0.03461160231195092,0.0,0.0
2023-04-10,0.018820778757940998,0.52256525,0.03457101105345212,0.0,0.0
