Date,Actual,Prob,Position,Strat_Ret,Equity,BH_Equity
2022-01-01,-0.009188052743592882,0.5443245,1,-0.009188052743592882,0.9908119472564071,0.9908119472564071
2022-01-02,-0.01792557472959721,0.5445726,1,-0.01792557472959721,0.9730510736528847,0.9730510736528847
2022-01-03,-0.013309745191831738,0.5445505,1,-0.013309745191831738,0.9601000118039266,0.9601000118039266
2022-01-04,-0.0533458970167032,0.5446494,1,-0.0533458970167032,0.9088826154484988,0.9088826154484988
2022-01-05,-0.00852438625717462,0.54465896,1,-0.00852438625717462,0.9011349489719847,0.9011349489719847
2022-01-06,-0.03581839879060997,0.5436412,1,-0.03581839879060997,0.8688577380055501,0.8688577380055501
2022-01-07,0.0027210861918856148,0.54285246,1,0.0027210861918856148,0.87122197479915,0.87122197479915
2022-01-08,0.00442591939892638,0.54209137,1,0.00442591939892638,0.8750779330381846,0.8750779330381846
2022-01-09,-0.0010068457032168852,0.5415967,1,-0.0010068457032168852,0.8741968645813252,0.8741968645813252
2022-01-10,0.02145040043967803,0.5414467,1,0.02145040043967803,0.8929487373897056,0.8929487373897056
2022-01-11,0.027090276943410884,0.5417832,1,0.027090276943410884,0.9171389659818618,0.9171389659818618
2022-01-12,-0.03105748088409937,0.541793,1,-0.03105748088409937,0.8886549400778175,0.8886549400778175
2022-01-13,0.011676133382902501,0.5420431,1,0.011676133382902501,0.8990309936895414,0.8990309936895414
2022-01-14,0.0005648665034966843,0.541697,1,0.0005648665034966843,0.899538826183482,0.899538826183482
2022-01-15,-0.0002931892710942959,0.5421525,1,-0.0002931892710942959,0.8992750910507122,0.8992750910507122
2022-01-16,-0.020406631301085873,0.5426856,1,-0.020406631301085873,0.8809239158293899,0.8809239158293899
2022-01-17,0.0035598699462948903,0.5434836,1,0.0035598699462948903,0.8840598904023234,0.8840598904023234
2022-01-18,-0.016476803005825883,0.54421407,1,-0.016476803005825883,0.8694934097428123,0.8694934097428123
2022-01-19,-0.023782735226194826,0.5450194,1,-0.023782735226194826,0.8488144781979777,0.8488144781979777
2022-01-20,-0.109946159879111,0.5452969,1,-0.109946159879111,0.7554905858703187,0.7554905858703187
2022-01-21,-0.038426226985850784,0.5452915,1,-0.038426226985850784,0.7264599331319924,0.7264599331319924
2022-01-22,0.032902471390134344,0.5432911,1,0.032902471390134344,0.7503622602979466,0.7503622602979466
2022-01-23,0.011406764386201865,0.54104924,1,0.011406764386201865,0.7589214658054632,0.7589214658054632
2022-01-24,0.008095001638556682,0.5394641,1,0.008095001638556682,0.7650649363146942,0.7650649363146942
2022-01-25,-0.004039173875103207,0.5383601,1,-0.004039173875103207,0.7619747060111743,0.7619747060111743
2022-01-26,0.009483987687842301,0.53672886,1,0.009483987687842301,0.7692012647414316,0.7692012647414316
2022-01-27,0.014863650295472364,0.5358181,1,0.014863650295472364,0.7806344033473833,0.7806344033473833
2022-01-28,0.011867820497437117,0.53532284,1,0.011867820497437117,0.789898832320434,0.789898832320434
2022-01-29,-0.007497346048860223,0.53533316,1,-0.007497346048860223,0.7839766874309371,0.7839766874309371
2022-01-30,0.015328401493649993,0.5357761,1,0.015328401493649993,0.7959937968575401,0.7959937968575401
2022-01-31,0.005901665736712944,0.52764744,1,0.005901665736712944,0.8006914861750903,0.8006914861750903
2022-02-01,-0.04758689578779582,0.529447,1,-0.04758689578779582,0.7625890638643009,0.7625890638643009
2022-02-02,0.01119163707773322,0.53067064,1,0.01119163707773322,0.7711236839065184,0.7711236839065184
2022-02-03,0.108176446956934,0.5310309,1,0.108176446956934,0.8545411041958674,0.8545411041958674
2022-02-04,-0.004620724246786973,0.5322314,1,-0.004620724246786973,0.8505925053958334,0.8505925053958334
2022-02-05,0.02383682019847353,0.5374886,1,0.02383682019847353,0.870867926009123,0.870867926009123
2022-02-06,0.033849333356895696,0.5351664,1,0.033849333356895696,0.9003462247464341,0.9003462247464341
2022-02-07,0.004619787837026135,0.5334739,1,0.004619787837026135,0.9045056332846302,0.9045056332846302
2022-02-08,0.007458663819307352,0.5361134,1,0.007458663819307352,0.9112520367259699,0.9112520367259699
2022-02-09,-0.019968761180241705,0.5385332,1,-0.019968761180241705,0.8930554624295801,0.8930554624295801
2022-02-10,-0.02612751026362113,0.5367733,1,-0.02612751026362113,0.8697221466689683,0.8697221466689683
2022-02-11,-0.0036850036261710803,0.5387771,1,-0.0036850036261710803,0.8665172174047319,0.8665172174047319
2022-02-12,-0.003897169253580327,0.5381684,1,-0.003897169253580327,0.8631402531473642,0.8631402531473642
2022-02-13,0.011402943760908854,0.53664684,1,0.011402943760908854,0.8729825929117803,0.8729825929117803
2022-02-14,0.046147405647282806,0.53502357,1,0.046147405647282806,0.9132684747498969,0.9132684747498969
2022-02-15,-0.015184910543850608,0.53581464,1,-0.015184910543850608,0.8994005746583008,0.8994005746583008
2022-02-16,-0.07962230741964704,0.5368401,1,-0.07962230741964704,0.8277882256094504,0.8277882256094504
2022-02-17,-0.013449303448535153,0.5354263,1,-0.013449303448535153,0.8166550505721045,0.8166550505721045
2022-02-18,0.0026164981129269994,0.536172,1,0.0026164981129269994,0.8187918269708389,0.8187918269708389
2022-02-19,-0.04314075292804987,0.53727156,1,-0.04314075292804987,0.7834685310639833,0.7834685310639833
2022-02-20,-0.03657756618202442,0.5351178,1,-0.03657756618202442,0.754811159017457,0.754811159017457
2022-02-21,0.032490750766217165,0.5352265,1,0.032490750766217165,0.7793355402606527,0.7793355402606527
2022-02-22,-0.025976966353583753,0.53889024,1,-0.025976966353583753,0.7590907671531497,0.7590907671531497
2022-02-23,0.028507874523143458,0.54045415,1,0.028507874523143458,0.7807308314948285,0.7807308314948285
2022-02-24,0.02300557006710982,0.53902936,1,0.02300557006710982,0.7986919893423358,0.7986919893423358
2022-02-25,-0.0026156608014754846,0.5467772,1,-0.0026156608014754846,0.7966028820133606,0.7966028820133606
2022-02-26,-0.03691457135600522,0.5428176,1,-0.03691457135600522,0.767196628082879,0.767196628082879
2022-02-27,0.1352787146752529,0.5366993,1,0.1352787146752529,0.870982001833119,0.870982001833119
2022-02-28,0.028802692569624658,0.53519034,1,0.028802692569624658,0.8960686286655947,0.8960686286655947
2022-03-01,-0.01196243454904842,0.5393573,1,-0.01196243454904842,0.8853494663437269,0.8853494663437269
2022-03-02,-0.033333261588257904,0.53406656,1,-0.033333261588257904,0.855837880985067,0.855837880985067
2022-03-03,-0.0810549423019875,0.53381217,1,-0.0810549423019875,0.7864679909219671,0.7864679909219671
2022-03-04,0.006347843793420254,0.5334812,1,0.006347843793420254,0.7914603668768648,0.7914603668768648
2022-03-05,-0.025114798426121913,0.5325781,1,-0.025114798426121913,0.7715829993004878,0.7715829993004878
2022-03-06,-0.011328919506856962,0.5322487,1,-0.011328919506856962,0.7628417976085533,0.7628417976085533
2022-03-07,0.019360439473765596,0.5321221,1,0.019360439473765596,0.7776107500592123,0.7776107500592123
2022-03-08,0.07965003732031377,0.5317862,1,0.07965003732031377,0.8395474753221057,0.8395474753221057
2022-03-09,-0.06195676107004793,0.53201723,1,-0.06195676107004793,0.7875318329866121,0.7875318329866121
2022-03-10,-0.017720645144228633,0.5317273,1,-0.017720645144228633,0.7735762608344724,0.7735762608344724
2022-03-11,0.002006528401358036,0.5317318,1,0.002006528401358036,0.775128463572453,0.775128463572453
2022-03-12,-0.026900467390317852,0.5315954,1,-0.026900467390317852,0.7542771456148151,0.7542771456148151
2022-03-13,0.04892031687140569,0.53226846,1,0.04892031687140569,0.7911766225871512,0.7911766225871512
2022-03-14,-0.009905884169983963,0.5328609,1,-0.009905884169983963,0.7833393186058037,0.7833393186058037
2022-03-15,0.045624811430510115,0.5329106,1,0.045624811430510115,0.8190790273032977,0.8190790273032977
2022-03-16,-0.004781075985047464,0.53351176,1,-0.004781075985047464,0.8151629482360019,0.8151629482360019
2022-03-17,0.02031169524144141,0.53309464,1,0.02031169524144141,0.8317202896126865,0.8317202896126865
2022-03-18,0.010567682574771557,0.5339289,1,0.010567682574771557,0.8405096456243105,0.8405096456243105
2022-03-19,-0.022502352481311442,0.53426254,1,-0.022502352481311442,0.82159620131453,0.82159620131453
2022-03-20,-0.006317702205992036,0.5349091,1,-0.006317702205992036,0.8164056011810505,0.8164056011810505
2022-03-21,0.03267507037255884,0.53542113,1,0.03267507037255884,0.8430817116521926,0.8430817116521926
2022-03-22,0.012167866742905374,0.5357847,1,0.012167866742905374,0.853340217572957,0.853340217572957
2022-03-23,0.02552564380828476,0.53563106,1,0.02552564380828476,0.8751222760140085,0.8751222760140085
2022-03-24,0.007286174227543661,0.5359873,1,0.007286174227543661,0.8814985693874511,0.8814985693874511
2022-03-25,0.004460717136023095,0.5360368,1,0.004460717136023095,0.8854306851612975,0.8854306851612975
2022-03-26,0.05073377393082759,0.5361825,1,0.05073377393082759,0.9303519253736886,0.9303519253736886
2022-03-27,0.006268250306015814,0.5367385,1,0.006268250306015814,0.9361836041146147,0.9361836041146147
2022-03-28,0.006611696768465159,0.5364836,1,0.006611696768465159,0.9423733662246292,0.9423733662246292
2022-03-29,-0.007762984396878372,0.53628516,1,-0.007762984396878372,0.9350577364865936,0.9350577364865936
2022-03-30,-0.03365359925692603,0.5364078,1,-0.03365359925692603,0.9035896781407855,0.9035896781407855
2022-03-31,0.01684575714059203,0.53651404,1,0.01684575714059203,0.9188113304134908,0.9188113304134908
2022-04-01,-0.010261073071446306,0.544857,1,-0.010261073071446306,0.9093833402132452,0.9093833402132452
2022-04-02,0.012933614904539842,0.54429835,1,0.012933614904539842,0.9211449541361674,0.9211449541361674
2022-04-03,0.0037243614415168034,0.5445167,1,0.0037243614415168034,0.9245756308853998,0.9245756308853998
2022-04-04,-0.023523734948063195,0.5442374,1,-0.023523734948063195,0.9028261588050134,0.9028261588050134
2022-04-05,-0.052501781655002897,0.54421175,1,-0.052501781655002897,0.8554261769430076,0.8554261769430076
2022-04-06,0.006320429156202368,0.5447135,1,0.006320429156202368,0.860832837492737,0.860832837492737
2022-04-07,-0.027825199218427053,0.5453336,1,-0.027825199218427053,0.8368799922957377,0.8368799922957377
2022-04-08,0.011810129932037259,0.5446658,1,0.011810129932037259,0.8467636537422727,0.8467636537422727
2022-04-09,-0.014017429746878484,0.54492664,1,-0.014017429746878484,0.8348942037137302,0.8348942037137302
2022-04-10,-0.06437336581826365,0.5447024,1,-0.06437336581826365,0.7811492537185183,0.7811492537185183
2022-04-11,0.013679940298762482,0.5454057,1,0.013679940298762482,0.7918353288738105,0.7918353288738105
2022-04-12,0.02641901842530263,0.5462855,1,0.02641901842530263,0.8127548410171332,0.8127548410171332
2022-04-13,-0.029732304130666604,0.5452949,1,-0.029732304130666604,0.7885897669003402,0.7885897669003402
2022-04-14,0.015144719601020222,0.5445155,1,0.015144719601020222,0.8005327378002797,0.8005327378002797
2022-04-15,-0.004279969331170057,0.54514825,1,-0.004279969331170057,0.7971064822338969,0.7971064822338969
2022-04-16,-0.017502763604226226,0.5450837,1,-0.017502763604226226,0.7831549159079607,0.7831549159079607
2022-04-17,0.027909874843025737,0.5460242,1,0.027909874843025737,0.8050126715936523,0.8050126715936523
2022-04-18,0.01681929927737526,0.54719865,1,0.01681929927737526,0.8185524206392654,0.8185524206392654
2022-04-19,-0.0032586092287824916,0.54685175,1,-0.0032586092287824916,0.815885078167128,0.815885078167128
2022-04-20,-0.02146219513885801,0.5469481,1,-0.02146219513885801,0.7983743934086226,0.7983743934086226
2022-04-21,-0.019225876795201286,0.54756767,1,-0.019225876795201286,0.7830249456845049,0.7830249456845049
2022-04-22,-0.006761298356655494,0.5480085,1,-0.006761298356655494,0.777730680406028,0.777730680406028
2022-04-23,0.0002162457340772487,0.5481995,1,0.0002162457340772487,0.7778988613479269,0.7778988613479269
2022-04-24,0.02443777865032932,0.54842955,1,0.02443777865032932,0.7969089815338908,0.7969089815338908
2022-04-25,-0.05892887322404605,0.54874885,1,-0.05892887322404605,0.7499480331899765,0.7499480331899765
2022-04-26,0.02904130834995406,0.548085,1,0.02904130834995406,0.7717275052682883,0.7717275052682883
2022-04-27,0.012822767969639432,0.5486232,1,0.012822767969639432,0.7816231880041321,0.7816231880041321
2022-04-28,-0.02925883015250115,0.5472269,1,-0.02925883015250115,0.7587538079030627,0.7587538079030627
