Date,Actual,Strat_Ret,Prob,Equity,BH_Equity
2020-04-29,-0.018228439547185536,-0.018228439547185536,0.5222379,0.9817715604528144,0.9817715604528144
2020-04-30,0.023725589801303106,0.023725589801303106,0.53222615,1.0050646697747032,1.0050646697747032
2020-05-01,0.016303515058974757,0.016303515058974757,0.525918,1.0214507567536186,1.0214507567536186
2020-05-02,-0.008719307953238976,-0.008719307953238976,0.52904844,1.012544413046415,1.012544413046415
2020-05-03,-0.002499140111014321,-0.002499140111014321,0.53178185,1.0100139226895872,1.0100139226895872
2020-05-04,0.01675145450840847,0.01675145450840847,0.5320342,1.026933124968381,1.026933124968381
2020-05-05,0.013332613300691144,0.013332613300691144,0.53292525,1.0406248272092549,1.0406248272092549
2020-05-06,0.08824435807397825,0.08824435807397825,0.53555936,1.1324540970821801,1.1324540970821801
2020-05-07,-0.018840761270535238,-0.018840761270535238,0.5370472,1.1111177997892152,1.1111177997892152
2020-05-08,-0.026952815683587594,-0.026952815683587594,0.54309744,1.081170046528743,1.081170046528743
2020-05-09,-0.08949374237266458,-0.08949374237266458,0.53860056,0.9844120929236579,0.9844120929236579
2020-05-10,-0.018659103544510936,-0.018659103544510936,0.53733885,0.9660438457513266,0.9660438457513266
2020-05-11,0.028699362273097852,0.028699362273097852,0.5283766,0.9937686880522405,0.9937686880522405
2020-05-12,0.05504431306987792,0.05504431306987792,0.5276623,1.0484700028364298,1.0484700028364298
2020-05-13,0.050542263457842476,0.050542263457842476,0.5292425,1.1014620499474335,1.1014620499474335
2020-05-14,-0.049785248551448925,-0.049785248551448925,0.52975607,1.0466254880208121,1.0466254880208121
2020-05-15,0.006936713576645949,0.006936713576645949,0.52789366,1.05388562925323,1.05388562925323
2020-05-16,0.03135088520193182,0.03135088520193182,0.5186058,1.0869258766319136,1.0869258766319136
2020-05-17,0.005551686585784176,0.005551686585784176,0.51749444,1.0929601484409526,1.0929601484409526
2020-05-18,0.004264604253293181,0.004264604253293181,0.5180656,1.097621190938674,1.097621190938674
2020-05-19,-0.02738809106362215,-0.02738809106362215,0.5146612,1.0675594418078842,1.0675594418078842
2020-05-20,-0.04767082257525894,-0.04767082257525894,0.51307875,1.016668005068918,1.016668005068918
2020-05-21,0.011113875556824242,0.011113875556824242,0.51064414,1.027967126759859,1.027967126759859
2020-05-22,0.0009973214844743207,0.0009973214844743207,0.5092658,1.0289923404607098,1.0289923404607098
2020-05-23,-0.051276379766393834,-0.051276379766393834,0.5137392,0.976229338434536,0.976229338434536
2020-05-24,0.02043237382109617,0.02043237382109617,0.5151477,0.9961760212125518,0.9961760212125518
2020-05-25,-0.006670249903320307,-0.006670249903320307,0.5113902,0.9895312782033687,0.9895312782033687
2020-05-26,0.040225425628930105,0.040225425628930105,0.51364005,1.0293355950422385,1.0293355950422385
2020-05-27,0.0396027036055747,0.0396027036055747,0.5126755,1.070100067523364,1.070100067523364
2020-05-28,-0.015663143272285802,-0.015663143272285802,0.5154337,1.053338936850063,1.053338936850063
2020-05-29,0.028305468467552164,0.028305468467552164,0.508487,1.0831541889127172,1.0831541889127172
2020-05-30,-0.026059150370553428,-0.026059150370553428,0.5075402,1.0549281110293458,1.0549281110293458
2020-05-31,0.07663155167361478,0.07663155167361478,0.51136804,1.1357688890816398,1.1357688890816398
2020-06-01,-0.06927426238341051,-0.06927426238341051,0.50957006,1.0570893370524836,1.0570893370524836
2020-06-02,0.015450457159570928,0.015450457159570928,0.5172324,1.073421850568452,1.073421850568452
2020-06-03,0.01262603317612486,0.01262603317612486,0.5078259,1.0869749104657065,1.0869749104657065
2020-06-04,-0.017300596060589795,-0.017300596060589795,0.5110127,1.0681695966117435,1.0681695966117435
2020-06-05,0.004680770035723853,0.004680770035723853,0.5123322,1.073169452852635,1.073169452852635
2020-06-06,0.008312909833360433,0.008312909833360433,0.51084137,1.0820906137501158,1.0820906137501158
2020-06-07,0.0035864650046320786,0.0035864650046320786,0.512209,1.0859714938681715,1.0859714938681715
2020-06-08,-0.000979828700433323,-0.000979828700433323,0.5123769,1.084907427830627,1.084907427830627
2020-06-09,0.011453300920539622,0.011453300920539622,0.5131895,1.0973331990724997,1.0973331990724997
2020-06-10,-0.06311380730512214,-0.06311380730512214,0.5132866,1.0280763229967247,1.0280763229967247
2020-06-11,0.019709870061973344,0.019709870061973344,0.5149197,1.0483395737367815,1.0483395737367815
2020-06-12,0.0008670183509335627,0.0008670183509335627,0.50562835,1.0492485033852212,1.0492485033852212
2020-06-13,-0.013950471361775322,-0.013950471361775322,0.50857544,1.03461099218736,1.03461099218736
2020-06-14,0.008942883921489994,0.008942883921489994,0.5100369,1.0438633981943892,1.0438633981943892
2020-06-15,0.010507911061560557,0.010507911061560557,0.5092218,1.0548322219430342,1.0548322219430342
2020-06-16,-0.006366285463241823,-0.006366285463241823,0.508039,1.048116858902319,1.048116858902319
2020-06-17,-0.008362265766844552,-0.008362265766844552,0.51001465,1.0393522271734676,1.0393522271734676
2020-06-18,-0.008139514519042584,-0.008139514519042584,0.5100055,1.0308924046299899,1.0308924046299899
2020-06-19,0.005219309107220791,0.005219309107220791,0.510141,1.03627295074604,1.03627295074604
2020-06-20,-0.006889835356610858,-0.006889835356610858,0.5093604,1.0291332007308904,1.0291332007308904
2020-06-21,0.04120626916014081,0.04120626916014081,0.51107395,1.0715399404018446,1.0715399404018446
2020-06-22,-0.006297086976149205,-0.006297086976149205,0.5113223,1.0647923601987166,1.0647923601987166
2020-06-23,-0.03471554197335148,-0.03471554197335148,0.5163876,1.027827516325334,1.027827516325334
2020-06-24,-0.0050684946945599284,-0.0050684946945599284,0.5171166,1.0226179780119165,1.0226179780119165
2020-06-25,-0.009480998907668087,-0.009480998907668087,0.5123062,1.0129225380794238,1.0129225380794238
2020-06-26,-0.016530393391535187,-0.016530393391535187,0.51161444,0.9961785300498186,0.9961785300498186
2020-06-27,0.011512482108878288,0.011512482108878288,0.5102626,1.0076470175542658,1.0076470175542658
2020-06-28,0.008324956553215883,0.008324956553215883,0.51012653,1.0160356351963826,1.0160356351963826
2020-06-29,-0.0058927316772564384,-0.0058927316772564384,0.5093883,1.0100484098236395,1.0100484098236395
2020-06-30,0.01017398021090804,0.01017398021090804,0.5099642,1.0203246223572444,1.0203246223572444
2020-07-01,-0.01588151210121853,-0.01588151210121853,0.5082209,1.0041203245201065,1.0041203245201065
2020-07-02,-0.0031171490343047835,-0.0031171490343047835,0.50930893,1.0009903318202027,1.0009903318202027
2020-07-03,0.008486495706433785,0.008486495706433785,0.50808036,1.0094852319733767,1.0094852319733767
2020-07-04,-0.007256331939539371,-0.007256331939539371,0.50582105,1.002160072042115,1.002160072042115
2020-07-05,0.029848617569280738,0.029848617569280738,0.5064304,1.032073164775703,1.032073164775703
2020-07-06,-0.009333678488988535,-0.009333678488988535,0.50664055,1.0224401256785738,1.0224401256785738
2020-07-07,0.01911636867434222,0.01911636867434222,0.512514,1.0419854680684864,1.0419854680684864
2020-07-08,-0.021816234347635674,-0.021816234347635674,0.5122292,1.0192532689102733,1.0192532689102733
2020-07-09,0.006037564295295626,0.006037564295295626,0.5167904,1.0254070760545093,1.0254070760545093
2020-07-10,-0.005864277156991474,-0.005864277156991474,0.51517785,1.0193938047617854,1.0193938047617854
2020-07-11,0.00741448243121315,0.00741448243121315,0.5157666,1.0269520822176792,1.0269520822176792
2020-07-12,-0.006484660129130597,-0.006484660129130597,0.51435125,1.0202926469955946,1.0202926469955946
2020-07-13,0.0014303888111533642,0.0014303888111533642,0.5165298,1.0217520621819591,1.0217520621819591
2020-07-14,-0.006313203598260291,-0.006313203598260291,0.5177063,1.0153015333864621,1.0153015333864621
2020-07-15,-0.006969520861188566,-0.006969520861188566,0.5190921,1.0082253681691284,1.0082253681691284
2020-07-16,0.0022528394199239758,0.0022528394199239758,0.51874554,1.0104967380227072,1.0104967380227072
2020-07-17,0.0017419211372258878,0.0017419211372258878,0.51785016,1.0122569436497668,1.0122569436497668
2020-07-18,0.004212360691051645,0.004212360691051645,0.5160739,1.0165209350084412,1.0165209350084412
2020-07-19,-0.005248852945236642,-0.005248852945236642,0.5147594,1.0111853661048273,1.0111853661048273
2020-07-20,0.02471396532100174,0.02471396532100174,0.51523507,1.0361757661758466,1.0361757661758466
2020-07-21,0.013556259591711564,0.013556259591711564,0.51517487,1.050222433844767,1.050222433844767
2020-07-22,0.008902112662382592,0.008902112662382592,0.52092624,1.0595716322714146,1.0595716322714146
2020-07-23,-0.006840814574633343,-0.006840814574633343,0.5242074,1.0523232992065041,1.0523232992065041
2020-07-24,0.01690633264140375,0.01690633264140375,0.5280581,1.0701142269491888,1.0701142269491888
2020-07-25,0.023546368090711377,0.023546368090711377,0.5291543,1.0953115304360415,1.0953115304360415
2020-07-26,0.10489965515383327,0.10489965515383327,0.5337184,1.2102093322647995,1.2102093322647995
2020-07-27,-0.011277353573673094,-0.011277353573673094,0.5417508,1.1965613737266905,1.1965613737266905
2020-07-28,0.017655001714241426,0.017655001714241426,0.54105806,1.2176866668310302,1.2176866668310302
2020-07-29,-8.288236024881114e-05,-8.288236024881114e-05,0.542634,1.2175857420860399,1.2175857420860399
2020-07-30,0.02102589283746785,0.02102589283746785,0.5447277,1.2431865694195696,1.2431865694195696
2020-07-31,0.04026281369533566,0.04026281369533566,0.54717106,1.293240758652653,1.293240758652653
2020-08-01,-0.06383798859409126,-0.06383798859409126,0.5502919,1.210682869852371,1.210682869852371
2020-08-02,0.013320275400209495,0.013320275400209495,0.552912,1.2268094991011207,1.2268094991011207
2020-08-03,-0.002484409031295822,-0.002484409031295822,0.54861283,1.2237616025018743,1.2237616025018743
2020-08-04,0.04822339837274129,0.04822339837274129,0.54582477,1.2827755457725865,1.2827755457725865
2020-08-05,0.0014931490218287942,0.0014931490218287942,0.5433543,1.2846909208239827,1.2846909208239827
2020-08-06,-0.01440554370016026,-0.01440554370016026,0.5432759,1.2661842496228537,1.2661842496228537
2020-08-07,0.014316272674542746,0.014316272674542746,0.54525286,1.2843112885966657,1.2843112885966657
2020-08-08,-0.006802030569309808,-0.006802030569309808,0.544344,1.2755753639511214,1.2755753639511214
2020-08-09,0.01792146240338923,0.01792146240338923,0.54412663,1.298435539878861,1.298435539878861
2020-08-10,-0.04302488795968553,-0.04302488795968553,0.5433712,1.242570496252699,1.242570496252699
2020-08-11,0.01500698346852347,0.01500698346852347,0.54362047,1.2612177311484383,1.2612177311484383
2020-08-12,0.01847781763804461,0.01847781763804461,0.540203,1.2845222823864675,1.2845222823864675
2020-08-13,-0.001653318439828755,-0.001653318439828755,0.53894293,1.282398558010627,1.282398558010627
2020-08-14,0.007780518936332989,0.007780518936332989,0.5379706,1.2923762842751547,1.2923762842751547
2020-08-15,0.004931964178818936,0.004931964178818936,0.5372282,1.298750237814755,1.298750237814755
2020-08-16,0.03060159513066791,0.03060159513066791,0.5376172,1.338494066768221,1.338494066768221
2020-08-17,-0.027750320081645123,-0.027750320081645123,0.53809583,1.30135042798802,1.30135042798802
2020-08-18,-0.01606981533902176,-0.01606981533902176,0.54004717,1.2804379669188954,1.2804379669188954
2020-08-19,0.008383598166900236,0.008383598166900236,0.5384259,1.2911726443111862,1.2911726443111862
2020-08-20,-0.02755885468727366,-0.02755885468727366,0.53606975,1.2555894050304313,1.2555894050304313
2020-08-21,0.011349461965321588,0.011349461965321588,0.535541,1.269839669226885,1.269839669226885
2020-08-22,-0.001272355947377651,-0.001272355947377651,0.53364146,1.2682239811715281,1.2682239811715281
2020-08-23,0.008554385259456227,0.008554385259456227,0.5326698,1.2790728577017507,1.2790728577017507
2020-08-24,-0.03726855030411857,-0.03726855030411857,0.53184485,1.2314036665618604,1.2314036665618604
2020-08-25,0.01255599829022591,0.01255599829022591,0.5317763,1.246865168893789,1.246865168893789
2020-08-26,-0.011499871598155137,-0.011499871598155137,0.5287874,1.2325263795512984,1.2325263795512984
