Date,BTC_Close,BTC_Volume,SPX,VIX,OIL,FNG,SMA_200,Mayer_Ratio,RSI,Target
2018-03-23,8879.6201171875,5954120192,2588.260009765625,24.8700008392334,65.87999725341797,0.28,9336.34340576172,0.951081138650881,0.4535860692074114,0
2018-03-24,8668.1201171875,5664600064,2588.260009765625,24.8700008392334,65.87999725341797,0.32,9357.801357421875,0.926298794568088,0.4328600780237929,0
2018-03-25,8495.7802734375,4569880064,2588.260009765625,24.8700008392334,65.87999725341797,0.3,9377.294658203125,0.9059948080020618,0.4161726596723856,0
2018-03-26,8209.400390625,5921039872,2658.550048828125,21.030000686645508,65.55000305175781,0.31,9395.342260742187,0.873773425469281,0.3893140693546189,0
2018-03-27,7833.0400390625,5378250240,2612.6201171875,22.5,65.25,0.24,9413.3637109375,0.8321191318636926,0.35673068588612494,1
2018-03-28,7954.47998046875,4935289856,2605.0,22.8700008392334,64.37999725341797,0.24,9432.005810546874,0.8433497752486587,0.3749101425734392,0
2018-03-29,7165.7001953125,6361229824,2640.8701171875,19.969999313354492,64.94000244140625,0.18,9447.219611816407,0.7584983190556697,0.3130298064536311,0
2018-03-30,6890.52001953125,6289509888,2640.8701171875,19.969999313354492,64.94000244140625,0.12,9460.865861816406,0.7283181180425624,0.2947518329294253,1
2018-03-31,6973.52978515625,4553269760,2640.8701171875,19.969999313354492,64.94000244140625,0.16,9475.079460449218,0.7359864172395691,0.30788048601656853,0
2018-04-01,6844.22998046875,4532100096,2640.8701171875,19.969999313354492,64.94000244140625,0.16,9489.887659912109,0.721212961179789,0.2985574058286681,1
2018-04-02,7083.7998046875,4333440000,2581.8798828125,23.6200008392334,63.0099983215332,0.11,9509.531909179688,0.7449157195476053,0.3385251399780654,1
2018-04-03,7456.10986328125,5499700224,2614.449951171875,21.100000381469727,63.5099983215332,0.22,9528.624858398438,0.7824958977904883,0.3961129361536156,0
2018-04-04,6853.83984375,4936000000,2644.68994140625,20.059999465942383,63.369998931884766,0.22,9544.768857421876,0.7180728990016927,0.34394775148675694,0
2018-04-05,6811.47021484375,5639320064,2662.840087890625,18.940000534057617,63.540000915527344,0.17,9560.911809082032,0.7124289346935977,0.3405500070059102,0
2018-04-06,6636.31982421875,3766810112,2604.469970703125,21.489999771118164,62.060001373291016,0.19,9573.767408447266,0.6931774651599846,0.3262040753704331,1
2018-04-07,6911.08984375,3976610048,2604.469970703125,21.489999771118164,62.060001373291016,0.2,9588.6980078125,0.7207537288294106,0.37097140308339277,1
2018-04-08,7023.52001953125,3652499968,2604.469970703125,21.489999771118164,62.060001373291016,0.17,9604.285858154297,0.7312901889074962,0.3888638202183356,0
2018-04-09,6770.72998046875,4894060032,2613.159912109375,21.770000457763672,63.41999816894531,0.21,9619.984307861328,0.7038192333573554,0.36380670476377264,1
2018-04-10,6834.759765625,4272750080,2656.8701171875,20.469999313354492,65.51000213623047,0.18,9636.004606933593,0.7092939495594517,0.37479580637392573,1
2018-04-11,6968.31982421875,4641889792,2642.18994140625,20.239999771118164,66.81999969482422,0.2,9651.884206542969,0.7219647143606382,0.3981487436258891,1
2018-04-12,7889.25,8906250240,2663.989990234375,18.489999771118164,67.06999969482422,0.18,9672.916256103515,0.8156020160954004,0.5288344158874618,1
2018-04-13,7895.9599609375,7764460032,2656.300048828125,17.40999984741211,67.38999938964844,0.23,9692.765705566406,0.8146240403193664,0.5296358189885069,1
2018-04-14,7986.240234375,5191430144,2656.300048828125,17.40999984741211,67.38999938964844,0.23,9713.23515625,0.8222018828851516,0.5409492851856909,1
2018-04-15,8329.1103515625,5244480000,2656.300048828125,17.40999984741211,67.38999938964844,0.23,9733.877358398437,0.8556826889108176,0.5820636030564755,0
2018-04-16,8058.669921875,5631309824,2677.840087890625,16.559999465942383,66.22000122070312,0.23,9753.297058105469,0.8262508435727229,0.5409120929387126,0
2018-04-17,7902.08984375,6900879872,2706.389892578125,15.25,66.5199966430664,0.26,9771.992158203126,0.8086467647353328,0.5180741578207168,1
2018-04-18,8163.419921875,6529909760,2708.639892578125,15.600000381469727,68.47000122070312,0.24,9791.115708007812,0.8337578847320152,0.5520665126524239,1
2018-04-19,8294.3095703125,7063209984,2693.1298828125,15.960000038146973,68.29000091552734,0.25,9810.5685546875,0.8454463698079425,0.5684837026910651,1
2018-04-20,8845.830078125,8438110208,2670.139892578125,16.8799991607666,68.37999725341797,0.26,9832.751105957032,0.8996292068011241,0.6300167478034401,1
2018-04-21,8895.580078125,7548550144,2670.139892578125,16.8799991607666,68.37999725341797,0.32,9855.641606445313,0.9025876176653522,0.6350719043409182,0
2018-04-22,8802.4599609375,6629899776,2670.139892578125,16.8799991607666,68.37999725341797,0.31,9878.507106933594,0.8910718862326039,0.6180498809821173,1
2018-04-23,8930.8798828125,6925190144,2670.2900390625,16.34000015258789,68.63999938964844,0.28,9901.519455566406,0.901970644292555,0.6326721804460482,1
2018-04-24,9697.5,10678800384,2634.56005859375,18.020000457763672,67.69999694824219,0.29,9928.152905273437,0.9767677928136136,0.7052220334074103,0
2018-04-25,8845.740234375,11083100160,2639.39990234375,17.84000015258789,68.05000305175781,0.64,9950.24715576172,0.888997036546258,0.5704193447131133,1
2018-04-26,9281.509765625,8970559488,2666.93994140625,16.239999771118164,68.19000244140625,0.47,9973.6023046875,0.9306075660609384,0.6113506036448051,0
2018-04-27,8987.0498046875,7566289920,2669.909912109375,15.40999984741211,68.0999984741211,0.55,9994.677453613282,0.8991835750976133,0.5717100010272635,1
2018-04-28,9348.48046875,7805479936,2669.909912109375,15.40999984741211,68.0999984741211,0.54,10017.509904785156,0.9332139980499969,0.6055209438987139,1
2018-04-29,9419.080078125,8853000192,2669.909912109375,15.40999984741211,68.0999984741211,0.61,10040.472905273438,0.9381111992422119,0.6119648966881123,0
2018-04-30,9240.5498046875,8673920000,2648.050048828125,15.930000305175781,68.56999969482422,0.59,10059.441103515624,0.9185947518951193,0.585900566258326,0
2018-05-01,9119.009765625,7713019904,2654.800048828125,15.489999771118164,67.25,0.56,10076.800102539062,0.9049509440330441,0.5681593890251517,1
2018-05-02,9235.919921875,7558159872,2635.669921875,15.970000267028809,67.93000030517578,0.52,10093.820751953124,0.9150073246632477,0.5812930628340369,1
2018-05-03,9743.8603515625,10207299584,2629.72998046875,15.899999618530273,68.43000030517578,0.55,10114.149104003905,0.9633890356337719,0.6334530608188357,0
2018-05-04,9700.759765625,8217829888,2663.419921875,14.770000457763672,69.72000122070312,0.56,10134.024953613281,0.9572464849878033,0.6263232011031807,1
2018-05-05,9858.150390625,7651939840,2663.419921875,14.770000457763672,69.72000122070312,0.63,10155.288156738281,0.9707405874134529,0.642162388649245,0
2018-05-06,9654.7998046875,7222280192,2663.419921875,14.770000457763672,69.72000122070312,0.67,10175.608706054687,0.9488179118899005,0.6063983908912747,0
2018-05-07,9373.009765625,7394019840,2672.6298828125,14.75,70.7300033569336,0.56,10193.931154785156,0.9194695964986181,0.5598665131613699,0
2018-05-08,9234.8203125,7415869952,2671.919921875,14.710000038146973,69.05999755859375,0.62,10210.048005371094,0.9044835350080561,0.5380614012190355,1
2018-05-09,9325.1796875,7226890240,2697.7900390625,13.420000076293945,71.13999938964844,0.53,10226.515903320313,0.9118628255858215,0.5503921850248872,0
2018-05-10,9043.9404296875,6906699776,2723.070068359375,13.229999542236328,71.36000061035156,0.63,10241.693505859375,0.883051267303925,0.5051910359951927,0
2018-05-11,8441.490234375,8488520192,2727.719970703125,12.649999618530273,70.69999694824219,0.41,10254.249357910156,0.8232187398352285,0.42472463804192245,1
2018-05-12,8504.8896484375,6821380096,2727.719970703125,12.649999618530273,70.69999694824219,0.44,10269.14060546875,0.8281987729244147,0.4349249587872412,1
2018-05-13,8723.9404296875,5866379776,2727.719970703125,12.649999618530273,70.69999694824219,0.4,10284.00630859375,0.848301738438006,0.4698986302432425,0
2018-05-14,8716.7900390625,7364149760,2730.1298828125,12.930000305175781,70.95999908447266,0.4,10298.066108398438,0.8464492213692092,0.468878477870723,0
2018-05-15,8510.3798828125,6705710080,2711.449951171875,14.630000114440918,71.30999755859375,0.4,10311.713508300782,0.8253119014567042,0.43923406472228743,0
2018-05-16,8368.830078125,6760220160,2722.4599609375,13.420000076293945,71.48999786376953,0.32,10324.792209472656,0.810556755848982,0.4196400950826958,0
2018-05-17,8094.31982421875,5862530048,2720.1298828125,13.430000305175781,71.48999786376953,0.31,10334.494558105469,0.7832332562283152,0.38387568987605136,1
2018-05-18,8250.9697265625,5764190208,2712.969970703125,13.420000076293945,71.27999877929688,0.37,10345.0967578125,0.797572987447552,0.4145396175874759,0
2018-05-19,8247.1796875,4712399872,2712.969970703125,13.420000076293945,71.27999877929688,0.31,10353.99065673828,0.7965218398311777,0.41400275775369705,1
2018-05-20,8513.25,5191059968,2712.969970703125,13.420000076293945,71.27999877929688,0.32,10362.720356445312,0.8215265593561062,0.46626170439113535,0
2018-05-21,8418.990234375,5154990080,2733.010009765625,13.079999923706055,72.23999786376953,0.41,10369.422807617188,0.8119053866904303,0.4509198091430667,0
2018-05-22,8041.77978515625,5137010176,2724.43994140625,13.220000267028809,72.12999725341797,0.3,10373.592907714843,0.7752164420463789,0.39491843134065585,0
2018-05-23,7557.81982421875,6491120128,2733.2900390625,12.579999923706055,71.83999633789062,0.26,10374.482255859375,0.7285009157878881,0.33707701275680463,1
2018-05-24,7587.33984375,6049220096,2727.760009765625,12.529999732971191,70.70999908447266,0.27,10375.381904296875,0.7312829458940464,0.34339426322243305,0
2018-05-25,7480.14013671875,4867829760,2721.330078125,13.220000267028809,67.87999725341797,0.25,10377.668806152344,0.7207919501424241,0.33105670960694966,0
2018-05-26,7355.8798828125,4051539968,2721.330078125,13.220000267028809,67.87999725341797,0.23,10378.726306152344,0.7087459160043609,0.3168462567003319,1
2018-05-27,7368.22021484375,4056519936,2721.330078125,13.220000267028809,67.87999725341797,0.19,10378.26895751953,0.7099662039019655,0.3199681214879055,0
2018-05-28,7135.990234375,5040600064,2721.330078125,13.220000267028809,67.87999725341797,0.22,10378.231008300781,0.6875921559914641,0.29284672016247276,1
2018-05-29,7472.58984375,5662660096,2689.860107421875,17.020000457763672,66.7300033569336,0.16,10382.503256835938,0.7197291114577764,0.37547609811968935,0
2018-05-30,7406.52001953125,4922540032,2724.010009765625,14.9399995803833,68.20999908447266,0.38,10387.747856445312,0.7130053715094469,0.36642542762824526,1
2018-05-31,7494.169921875,5127130112,2705.27001953125,15.430000305175781,67.04000091552734,0.25,10395.468356933594,0.7209073862339758,0.387517775025801,1
2018-06-01,7541.4501953125,4921460224,2734.6201171875,13.460000038146973,65.80999755859375,0.24,10400.378156738281,0.7251130758573893,0.39913801589683096,1
2018-06-02,7643.4501953125,4939299840,2734.6201171875,13.460000038146973,65.80999755859375,0.27,10405.416657714844,0.7345645490942881,0.4245049571816646,1
2018-06-03,7720.25,4851760128,2734.6201171875,13.460000038146973,65.80999755859375,0.4,10407.440207519532,0.7418010429137035,0.44355348557724944,0
2018-06-04,7514.47021484375,4993169920,2746.8701171875,12.739999771118164,64.75,0.41,10405.654108886718,0.722152604364024,0.4048832408585609,1
2018-06-05,7633.759765625,4961739776,2748.800048828125,12.399999618530273,65.5199966430664,0.26,10405.277956542968,0.7336430413014384,0.43560180535955995,1
2018-06-06,7653.97998046875,4692259840,2772.35009765625,11.640000343322754,64.7300033569336,0.42,10404.597106933594,0.7356344413728582,0.4408702134904442,1
2018-06-07,7678.240234375,4485799936,2770.3701171875,12.130000114440918,65.94999694824219,0.38,10402.805856933594,0.7380931971596261,0.44753358362477763,0
2018-06-08,7624.919921875,4227579904,2779.030029296875,12.180000305175781,65.73999786376953,0.4,10399.92725830078,0.733170505186862,0.43525613191255147,0
2018-06-09,7531.97998046875,3845220096,2779.030029296875,12.180000305175781,65.73999786376953,0.39,10397.230859375,0.7244217313571811,0.41393972032379106,0
2018-06-10,6786.02001953125,5804839936,2779.030029296875,12.180000305175781,65.73999786376953,0.24,10389.89321044922,0.6531366475168852,0.29082723873494337,1
2018-06-11,6906.919921875,4745269760,2782.0,12.350000381469727,66.0999984741211,0.15,10384.233959960937,0.6651352375636366,0.3258244238332134,0
2018-06-12,6582.35986328125,4654380032,2786.85009765625,12.34000015258789,66.36000061035156,0.19,10375.877307128907,0.6343906802713191,0.28514288159226536,0
2018-06-13,6349.89990234375,5052349952,2775.6298828125,12.9399995803833,66.63999938964844,0.19,10363.67220703125,0.612707520606031,0.26009433999554266,1
2018-06-14,6675.35009765625,5138710016,2782.489990234375,12.119999885559082,66.88999938964844,0.17,10350.396208496093,0.6449366732624987,0.34663088846221884,0
2018-06-15,6456.580078125,3955389952,2779.659912109375,11.979999542236328,65.05999755859375,0.26,10333.587360839843,0.6248149701228494,0.3195737266268306,1
2018-06-16,6550.16015625,3194170112,2779.659912109375,11.979999542236328,65.05999755859375,0.22,10316.044162597656,0.6349488285440434,0.34319124139980206,0
2018-06-17,6499.27001953125,3104019968,2779.659912109375,11.979999542236328,65.05999755859375,0.23,10299.0974609375,0.6310523853358737,0.33635394288405535,1
2018-06-18,6734.81982421875,4039200000,2773.75,12.3100004196167,65.8499984741211,0.27,10281.603562011718,0.6550359371083359,0.3963053633567106,1
2018-06-19,6769.93994140625,4057029888,2762.590087890625,13.350000381469727,65.06999969482422,0.32,10260.575263671875,0.6598012067973996,0.4049368167835973,1
2018-06-20,6776.5498046875,3888640000,2767.320068359375,12.789999961853027,66.22000122070312,0.34,10239.085014648437,0.661831579188248,0.40665628504580265,0
2018-06-21,6729.740234375,3529129984,2749.760009765625,14.640000343322754,65.54000091552734,0.37,10216.11771484375,0.6587375382917589,0.39788791849574806,0
2018-06-22,6083.68994140625,5079810048,2754.8798828125,13.770000457763672,68.58000183105469,0.28,10188.25016357422,0.5971280488534828,0.30131955330918797,1
2018-06-23,6162.47998046875,3431360000,2754.8798828125,13.770000457763672,68.58000183105469,0.17,10159.4790625,0.6065744062818428,0.32290270567525803,1
2018-06-24,6173.22998046875,4566909952,2754.8798828125,13.770000457763672,68.58000183105469,0.15,10118.887712402344,0.6100700151956872,0.32596214894451103,1
2018-06-25,6249.18017578125,5500810240,2717.070068359375,17.329999923706055,68.08000183105469,0.16,10060.6351171875,0.6211516572254178,0.3483648778945288,0
2018-06-26,6093.669921875,3279759872,2723.06005859375,15.920000076293945,70.52999877929688,0.21,10008.25646484375,0.6088642855306902,0.3245773317582696,1
2018-06-27,6157.1298828125,3296219904,2699.6298828125,17.90999984741211,72.76000213623047,0.18,9963.15111328125,0.6179902134180036,0.3442550918285726,0
2018-06-28,5903.43994140625,3467800064,2716.31005859375,16.850000381469727,73.44999694824219,0.2,9915.391311035157,0.5953814384346205,0.3058886500914784,1
2018-06-29,6218.2998046875,3966230016,2718.3701171875,16.09000015258789,74.1500015258789,0.16,9861.798806152343,0.6305441762620604,0.39587861768766963,1
2018-06-30,6404.0,4543860224,2718.3701171875,16.09000015258789,74.1500015258789,0.22,9806.741804199219,0.6530201495931937,0.4418410089857788,0
2018-07-01,6385.81982421875,4788259840,2718.3701171875,16.09000015258789,74.1500015258789,0.27,9756.629907226563,0.6545108182784392,0.438325039559971,1
2018-07-02,6614.18017578125,4396930048,2726.7099609375,15.600000381469727,73.94000244140625,0.27,9706.880808105469,0.6813908923511514,0.4929098209957623,0
2018-07-03,6529.58984375,4672309760,2713.219970703125,16.139999389648438,74.13999938964844,0.31,9650.994255371093,0.6765717262877936,0.4745139560522922,1
2018-07-04,6597.5498046875,4176689920,2713.219970703125,16.139999389648438,74.13999938964844,0.33,9586.495002441407,0.6882129290222644,0.49095120853468144,1
2018-07-05,6639.14013671875,4999240192,2736.610107421875,14.970000267028809,72.94000244140625,0.37,9523.98669921875,0.6970967459733387,0.5012334850564315,1
2018-07-06,6673.5,4313959936,2759.820068359375,13.369999885559082,73.80000305175781,0.34,9461.783203125,0.7053110240145751,0.5100386085368592,1
2018-07-07,6856.93017578125,3961080064,2759.820068359375,13.369999885559082,73.80000305175781,0.34,9407.184357910157,0.7289035608210982,0.5551848661023997,0
2018-07-08,6773.8798828125,3386210048,2759.820068359375,13.369999885559082,73.80000305175781,0.38,9357.930759277344,0.723865142525975,0.5313141026542518,0
2018-07-09,6741.75,3718129920,2784.169921875,12.6899995803833,73.8499984741211,0.39,9312.625007324219,0.7239365908857845,0.5219638832962421,0
2018-07-10,6329.9501953125,4052430080,2793.840087890625,12.640000343322754,74.11000061035156,0.37,9275.115759277343,0.6824658968790799,0.4199555863550479,1
2018-07-11,6394.7099609375,3644859904,2774.02001953125,13.630000114440918,70.37999725341797,0.29,9233.593308105468,0.6925483663357873,0.4385387084025242,0
2018-07-12,6228.81005859375,3770170112,2798.2900390625,12.579999923706055,70.33000183105469,0.33,9195.108359375,0.677404747736668,0.40292575401684966,1
2018-07-13,6238.0498046875,3805400064,2801.31005859375,12.180000305175781,71.01000213623047,0.29,9156.165610351563,0.6812949951052689,0.40581987565734484,1
2018-07-14,6276.1201171875,2923670016,2801.31005859375,12.180000305175781,71.01000213623047,0.29,9107.047211914063,0.6891498387069879,0.41833041083604344,1
2018-07-15,6359.64013671875,3285459968,2801.31005859375,12.180000305175781,71.01000213623047,0.32,9059.652912597656,0.7019739274862864,0.44589422259635225,1
2018-07-16,6741.75,4725799936,2798.429931640625,12.829999923706055,68.05999755859375,0.36,9020.329162597656,0.7473951203415424,0.5507776001852579,1
2018-07-17,7321.0400390625,5961950208,2809.550048828125,12.0600004196167,68.08000183105469,0.39,8983.653361816407,0.8149290432530956,0.6568291226049403,1
2018-07-18,7370.77978515625,6103410176,2815.6201171875,12.100000381469727,68.76000213623047,0.42,8955.746259765625,0.823022400519546,0.6641603990420871,1
2018-07-19,7466.85986328125,5111629824,2804.489990234375,12.869999885559082,69.45999908447266,0.44,8922.298557128906,0.8368762618143099,0.6784503796214382,0
2018-07-20,7354.1298828125,4936869888,2801.830078125,12.859999656677246,70.45999908447266,0.47,8890.783205566406,0.8271633345201999,0.6438353037511413,1
2018-07-21,7419.2900390625,3726609920,2801.830078125,12.859999656677246,70.45999908447266,0.43,8852.969157714844,0.8380566911381391,0.6547987459545692,0
2018-07-22,7418.490234375,3695460096,2801.830078125,12.859999656677246,70.45999908447266,0.46,8814.056608886718,0.8416658258009545,0.6545324198503328,1
2018-07-23,7711.10986328125,5132480000,2806.97998046875,12.619999885559082,67.88999938964844,0.44,8774.616157226563,0.8787973998076902,0.7022484327147851,1
2018-07-24,8424.26953125,7277689856,2820.39990234375,12.40999984741211,68.5199966430664,0.49,8729.590004882812,0.9650246491001258,0.7814689941640751,0
2018-07-25,8181.39013671875,5845400064,2846.070068359375,12.289999961853027,69.30000305175781,0.54,8682.861955566406,0.9422457916049013,0.7119910476984334,0
2018-07-26,7951.580078125,4899089920,2837.43994140625,12.140000343322754,69.61000061035156,0.53,8640.231857910156,0.9202970717556967,0.6528471702254229,1
2018-07-27,8165.009765625,5195879936,2818.820068359375,13.029999732971191,68.69000244140625,0.47,8605.206408691407,0.9488453126909541,0.6794768045405678,1
2018-07-28,8192.150390625,3988750080,2818.820068359375,13.029999732971191,68.69000244140625,0.54,8573.190158691406,0.955554494766442,0.6828088829205174,1
2018-07-29,8218.4599609375,4107190016,2818.820068359375,13.029999732971191,68.69000244140625,0.54,8539.415959472657,0.9624147599720652,0.6862142781020178,0
2018-07-30,8180.47998046875,5551400000,2802.60009765625,14.260000228881836,70.12999725341797,0.53,8513.289360351562,0.9609070753036087,0.6749489692127281,0
2018-07-31,7780.43994140625,5287530000,2816.2900390625,12.829999923706055,68.76000213623047,0.48,8482.28856201172,0.9172571629137062,0.5689933585776835,0
2018-08-01,7624.91015625,4797620000,2813.360107421875,13.149999618530273,67.66000366210938,0.39,8448.612111816406,0.9025044652701762,0.5339013039861614,0
2018-08-02,7567.14990234375,4214110000,2827.219970703125,12.1899995803833,68.95999908447266,0.39,8417.587861328126,0.8989689239964531,0.5210490178570276,0
2018-08-03,7434.39013671875,4627150000,2840.35009765625,11.640000343322754,68.48999786376953,0.36,8385.66081298828,0.8865598433463779,0.49174791302352544,0
2018-08-04,7032.85009765625,4268390000,2840.35009765625,11.640000343322754,68.48999786376953,0.31,8363.372563476563,0.8409107742454524,0.4156192604513501,1
