Phase,WinRate,Sharpe,AnnReturn,Gini
Train,0.5290896646132786,1.2917576133565434,1.694018702563005,0.0651741574089737
Val,0.4767123287671233,0.03570525031766829,0.01983654791586198,-0.048641173641173596
Test,0.5129958960328317,0.7035307251463602,0.399650153265356,0.013854149504995084
